Object ID,Predicate,Period
11227,年代,公元前11-10世纪
11228,年代,公元前11-10世纪
11229,年代,公元前11-10世纪
11230,年代,公元前10世纪至9世纪
11231,年代,公元前10世纪至9世纪
11232,年代,未知
11233,年代,未知
11234,年代,公元前5世纪至公元前3世纪
11235,年代,公元前5世纪至公元前3世纪
11236,年代,公元前5世纪至公元前3世纪
11237,年代,公元前6世纪至公元前3世纪
11238,年代,公元前6世纪至公元前3世纪
11239,年代,公元前2世纪至1世纪
11240,年代,公元前5世纪至公元前3世纪
11241,年代,未知
11242,年代,公元前10世纪末至8世纪初
11243,年代,未知
11244,年代,公元前4世纪至3世纪
11245,年代,公元前3世纪至1世纪
11246,年代,公元前11-10世纪
11247,年代,未知
11248,年代,18世纪
11249,年代,18世纪
11250,年代,15世纪初
11251,年代,日期1917
11252,年代,未知
11253,年代,未知
11254,年代,14-15世纪或更晚？
11255,年代,八世纪
11256,年代,未知
11257,年代,7-8世纪或更晚的重新铸造副本
11258,年代,7-8世纪
11259,年代,3世纪或4世纪
11260,年代,公元前1世纪中叶至1世纪末
11261,年代,八世纪
11262,年代,7-8世纪
11263,年代,7-8世纪
11264,年代,2世纪至3世纪
11265,年代,公元前2世纪至1世纪
11266,年代,八世纪
11267,年代,3世纪或4世纪
11268,年代,二世纪
11269,年代,公元前2世纪至1世纪
11270,年代,7-8世纪
11271,年代,八世纪
11272,年代,七世纪
11273,年代,1世纪至2世纪
11274,年代,未知
11275,年代,前1世纪
11276,年代,未知
11277,年代,二世纪
11278,年代,1世纪以来-1世纪
11279,年代,未知
11280,年代,八世纪
11281,年代,8-9世纪
11282,年代,八世纪
11283,年代,八世纪
11284,年代,不可信日期
11285,年代,八世纪
11286,年代,公元前5至4世纪
11287,年代,未知
11288,年代,8-9世纪
11289,年代,公元前2世纪末至1世纪
11290,年代,19世纪至20世纪
11291,年代,八世纪
11292,年代,3-4世纪
11293,年代,2世纪至3世纪
11294,年代,八世纪
11295,年代,公元前3世纪
11296,年代,未知
11297,年代,7-8世纪
11298,年代,7-8世纪
11299,年代,公元前2世纪末至1世纪
11300,年代,1世纪至2世纪
11301,年代,1世纪以来-1世纪
11302,年代,公元前4世纪至3世纪
11303,年代,未知
11304,年代,公元前4世纪至3世纪
11305,年代,八世纪
11306,年代,大约8世纪
11307,年代,18世纪上半叶
11308,年代,日期1954
11309,年代,未知
11310,年代,未知
11311,年代,未知
11312,年代,未知
11313,年代,未知
11314,年代,未知
11315,年代,未知
11316,年代,未知
11317,年代,未知
11318,年代,未知
11319,年代,未知
11320,年代,未知
11321,年代,未知
11322,年代,未知
11323,年代,未知
11324,年代,未知
11325,年代,未知
11326,年代,未知
11327,年代,未知
11328,年代,未知
11329,年代,未知
11330,年代,未知
11331,年代,未知
11332,年代,未知
11333,年代,未知
11334,年代,未知
11335,年代,未知
11336,年代,未知
11337,年代,未知
11338,年代,未知
11339,年代,18世纪
11340,年代,17-18世纪
11341,年代,17-18世纪
11342,年代,17-18世纪
11343,年代,17-18世纪
11344,年代,17-18世纪
11345,年代,18世纪
11346,年代,日期758
11347,年代,未知
11348,年代,未知
11349,年代,15-16世纪
11350,年代,15-16世纪
11351,年代,未知
11352,年代,未知
11353,年代,未知
11354,年代,未知
11355,年代,18-19世纪
11356,年代,18-19世纪
11357,年代,未知
11358,年代,未知
11359,年代,未知
11360,年代,未知
11361,年代,未知
11362,年代,未知
11363,年代,未知
11364,年代,未知
11365,年代,3-6世纪
11366,年代,七世纪
11367,年代,未知
11368,年代,六世纪
11369,年代,六世纪
11370,年代,六世纪
11371,年代,10世纪中叶
11372,年代,534年（永熙三年）
11373,年代,10世纪？
11374,年代,八世纪
11375,年代,未知
11376,年代,未知
11377,年代,1世纪以来-1世纪
11378,年代,未知
11379,年代,十世纪
11380,年代,八世纪
11381,年代,公元前5至4世纪
11382,年代,未知
11383,年代,未知
11384,年代,6世纪中叶
11385,年代,公元前5至4世纪
11386,年代,11-12世纪
11387,年代,未知
11388,年代,日期707
11389,年代,6世纪末
11390,年代,未知
11391,年代,未知
11392,年代,未知
11393,年代,未知
11394,年代,未知
11395,年代,20世纪
11396,年代,未知
11397,年代,未知
11398,年代,未知
11399,年代,8-9世纪
11400,年代,未知
11401,年代,未知
11402,年代,8世纪中叶
11403,年代,未知
11404,年代,未知
11405,年代,未知
11406,年代,未知
11407,年代,未知
11408,年代,未知
11409,年代,未知
11410,年代,未知
11411,年代,未知
11412,年代,未知
11413,年代,未知
11414,年代,未知
11415,年代,未知
11416,年代,未知
11417,年代,未知
11418,年代,18世纪
11419,年代,未知
11420,年代,17世纪
11421,年代,17世纪
11422,年代,17世纪
11423,年代,17世纪
11424,年代,17世纪
11425,年代,17世纪
11426,年代,17世纪
11427,年代,17世纪
11428,年代,17世纪
11429,年代,未知
11430,年代,未知
11431,年代,未知
11432,年代,526年（孝昌二年）
11433,年代,日期870
11434,年代,未知
11435,年代,未知
11436,年代,未知
11437,年代,未知
11438,年代,未知
11439,年代,六世纪
11440,年代,六世纪
11441,年代,未知
11442,年代,未知
11443,年代,未知
11444,年代,未知
11445,年代,未知
11446,年代,未知
11447,年代,未知
11448,年代,未知
11449,年代,未知
11450,年代,未知
11451,年代,未知
11452,年代,六世纪
11453,年代,公元574年（武平五年）
11454,年代,未知
11455,年代,未翻译
11456,年代,未翻译
11457,年代,16-17世纪
11458,年代,未知
11459,年代,未知
11460,年代,未翻译
11461,年代,未知
11462,年代,未知
11463,年代,未知
11464,年代,未知
11465,年代,未知
11466,年代,十五世纪
11467,年代,18世纪或更早
11468,年代,18世纪或更早
11469,年代,18世纪或更早
11470,年代,18世纪或更早
11471,年代,18世纪或更早
11472,年代,18世纪或更早
11473,年代,13-14世纪
11474,年代,5-6世纪
11475,年代,未知
11476,年代,18世纪或更早
11477,年代,18世纪或更早
11478,年代,18世纪或更早
11479,年代,18世纪或更早
11480,年代,18世纪或更早
11481,年代,18世纪或更早
11482,年代,18世纪或更早
11483,年代,18世纪或更早
11484,年代,18世纪或更早
11485,年代,18世纪或更早
11486,年代,18世纪或更早
11487,年代,18世纪或更早
11488,年代,18世纪或更早
11489,年代,约550-560年
11490,年代,11-12世纪
11491,年代,七世纪
11492,年代,未知
11493,年代,未知
11494,年代,未知
11495,年代,12-13世纪
11496,年代,日期713-742
11497,年代,日期1282年
11498,年代,未知
11499,年代,12-13世纪
11500,年代,可追溯到1624年
11501,年代,未知
11502,年代,未知
11503,年代,未知
11504,年代,数据可追溯至1689年至1690年
11505,年代,10-11世纪
11506,年代,10-11世纪
11507,年代,未翻译
11508,年代,未翻译
11509,年代,8-9世纪
11510,年代,6世纪初
11511,年代,未知
11512,年代,未知
11513,年代,七世纪
11514,年代,6世纪末
11515,年代,十世纪
11516,年代,未知
11517,年代,19世纪末或20世纪初
11518,年代,6世纪中叶
11519,年代,18世纪
11520,年代,18-19世纪
11521,年代,18世纪末
11522,年代,18世纪
11523,年代,18世纪
11524,年代,10-11世纪
11525,年代,日期1411
11526,年代,未知
11527,年代,未知
11528,年代,未知
11529,年代,未知
11530,年代,未知
11531,年代,未知
11532,年代,未知
11533,年代,未知
11534,年代,未知
11535,年代,6世纪初
11536,年代,未知
11537,年代,未知
11538,年代,未知
11539,年代,未知
11540,年代,16-17世纪
11541,年代,18世纪，可能
11542,年代,十世纪
11543,年代,十世纪
11544,年代,18世纪
11545,年代,15世纪初
11546,年代,15世纪初
11547,年代,15世纪初
11548,年代,15世纪初
11549,年代,15世纪初
11550,年代,15世纪初
11551,年代,15世纪初
11552,年代,15世纪初
11553,年代,15世纪初
11554,年代,15世纪初
11555,年代,15世纪初
11556,年代,15世纪初
11557,年代,15世纪初
11558,年代,15世纪初
11559,年代,15世纪初
11560,年代,15世纪初
11561,年代,15世纪初
11562,年代,15世纪初
11563,年代,15世纪初
11564,年代,15世纪初
11565,年代,15世纪初
11566,年代,15世纪初
11567,年代,15世纪初
11568,年代,15世纪初
11569,年代,6世纪初
11570,年代,公元前3世纪至2世纪
11571,年代,公元前3世纪至2世纪
11572,年代,公元前3世纪至2世纪
11573,年代,6世纪初
11574,年代,18世纪
11575,年代,1世纪（a）；20世纪（b）
11576,年代,八世纪
11577,年代,未知
11578,年代,未知
11579,年代,未知
11580,年代,未知
11581,年代,未知
11582,年代,19世纪
11583,年代,十一世纪
11584,年代,未知
11585,年代,18至19世纪
11586,年代,9世纪至10世纪
11587,年代,11-12世纪
11588,年代,未知
11589,年代,未知
11590,年代,20世纪
11591,年代,六世纪
11592,年代,未知
11593,年代,未知
11594,年代,未知
11595,年代,未知
11596,年代,未知
11597,年代,未知
11598,年代,未知
11599,年代,未知
11600,年代,544年（武定二年完成）
11601,年代,18-19世纪
11602,年代,未知
11603,年代,未知
11604,年代,数据可追溯至1678年
11605,年代,公元前5世纪至公元前3世纪
11606,年代,5世纪末至6世纪初
11607,年代,6世纪初
11608,年代,19世纪
11609,年代,6世纪中叶
11610,年代,19世纪
11611,年代,8-9世纪
11612,年代,日期717
11613,年代,6世纪中后期
11614,年代,17世纪
11615,年代,6世纪末至7世纪
11616,年代,日期1880年
11617,年代,未知
11618,年代,未知
11619,年代,10-11世纪
11620,年代,十世纪
11621,年代,未知
11622,年代,17世纪末至18世纪初
11623,年代,18世纪上半叶
11624,年代,18世纪末至19世纪
11625,年代,日期583
11626,年代,未知
11627,年代,599之后
11628,年代,未知
11629,年代,未注明日期。
11630,年代,日期524
11631,年代,4世纪末至5世纪初
11632,年代,未知
11633,年代,未知
11634,年代,未知
11635,年代,1693
11636,年代,未知
11637,年代,四世纪
11638,年代,18世纪
11639,年代,18世纪
11640,年代,未知
11641,年代,未知
11642,年代,3-5世纪
11643,年代,17-18世纪
11644,年代,17-18世纪
11645,年代,17-18世纪
11646,年代,17-18世纪
11647,年代,17-18世纪
11648,年代,17-18世纪
11649,年代,17-18世纪
11650,年代,17-18世纪
11651,年代,17-18世纪
11652,年代,17-18世纪
11653,年代,17-18世纪
11654,年代,17-18世纪
11655,年代,17-18世纪
11656,年代,17-18世纪
11657,年代,17-18世纪
11658,年代,17-18世纪
11659,年代,17-18世纪
11660,年代,17-18世纪
11661,年代,17-18世纪
11662,年代,17-18世纪
11663,年代,17-18世纪
11664,年代,17-18世纪
11665,年代,17-18世纪
11666,年代,17-18世纪
11667,年代,17-18世纪
11668,年代,17-18世纪
11669,年代,17-18世纪
11670,年代,17-18世纪
11671,年代,17-18世纪
11672,年代,17-18世纪
11673,年代,19世纪
11674,年代,19世纪
11675,年代,19世纪
11676,年代,大约1300年
11677,年代,18-19世纪
11678,年代,未知
11679,年代,未知
11680,年代,未知
11681,年代,未知
11682,年代,未知
11683,年代,未知
11684,年代,19世纪至20世纪
11685,年代,19世纪
11686,年代,17世纪
11687,年代,17世纪
11688,年代,17-18世纪
11689,年代,19世纪
11690,年代,17世纪初
11691,年代,未知
11692,年代,18世纪
11693,年代,日期1716
11694,年代,未知
11695,年代,19世纪
11696,年代,19世纪
11697,年代,未知
11698,年代,19世纪末至20世纪初
11699,年代,19世纪
11700,年代,未知
11701,年代,未知
11702,年代,未知
11703,年代,未知
11704,年代,未知
11705,年代,未知
11706,年代,18-19世纪
11707,年代,未知
11708,年代,未知
11709,年代,未知
11710,年代,19世纪
11711,年代,未知
11712,年代,未知
11713,年代,未知
11714,年代,未知
11715,年代,未知
11716,年代,未知
11717,年代,未知
11718,年代,未知
11719,年代,未知
11720,年代,未知
11721,年代,18世纪
11722,年代,19世纪
11723,年代,日期1736年
11724,年代,18-19世纪
11725,年代,18世纪
11726,年代,未知
11727,年代,18世纪
11728,年代,18世纪
11729,年代,18世纪
11730,年代,19世纪
11731,年代,19世纪
11732,年代,18-19世纪
11733,年代,19世纪
11734,年代,18-19世纪
11735,年代,19世纪
11736,年代,未知
11737,年代,18-19世纪
11738,年代,未知
11739,年代,18-19世纪
11740,年代,大约1700年
11741,年代,18世纪
11742,年代,18世纪
11743,年代,18世纪
11744,年代,18世纪
11745,年代,18世纪或以后
11746,年代,18世纪或以后
11747,年代,19世纪
11748,年代,19世纪
11749,年代,19世纪
11750,年代,19世纪
11751,年代,19世纪
11752,年代,约1905年
11753,年代,18世纪
11754,年代,19世纪
11755,年代,19世纪末
11756,年代,20世纪
11757,年代,十四世纪
11758,年代,18世纪
11759,年代,19世纪初
11760,年代,18世纪
11761,年代,19世纪末
11762,年代,18世纪
11763,年代,19世纪
11764,年代,18世纪
11765,年代,18世纪
11766,年代,18-19世纪
11767,年代,18世纪初
11768,年代,18世纪
11769,年代,18世纪
11770,年代,18世纪
11771,年代,18世纪
11772,年代,20世纪
11773,年代,18世纪
11774,年代,公元前5世纪至公元前3世纪
11775,年代,公元前5世纪至公元前3世纪
11776,年代,20世纪
11777,年代,20世纪
11778,年代,20世纪
11779,年代,20世纪
11780,年代,20世纪
11781,年代,20世纪
11782,年代,20世纪
11783,年代,20世纪
11784,年代,20世纪
11785,年代,20世纪
11786,年代,20世纪
11787,年代,20世纪
11788,年代,20世纪
11789,年代,20世纪
11790,年代,20世纪
11791,年代,20世纪
11792,年代,20世纪
11793,年代,20世纪
11794,年代,20世纪
11795,年代,20世纪
11796,年代,20世纪
11797,年代,20世纪
11798,年代,20世纪
11799,年代,20世纪
11800,年代,20世纪
11801,年代,20世纪
11802,年代,20世纪
11803,年代,20世纪
11804,年代,1938–39
11805,年代,1938–39
11806,年代,1938–39
11807,年代,1938–39
11808,年代,1938–39
11809,年代,20世纪
11810,年代,20世纪
11811,年代,20世纪
11812,年代,20世纪
11813,年代,20世纪
11814,年代,20世纪
11815,年代,20世纪
11816,年代,20世纪
11817,年代,20世纪
11818,年代,20世纪
11819,年代,20世纪
11820,年代,20世纪
11821,年代,20世纪
11822,年代,20世纪
11823,年代,20世纪
11824,年代,20世纪
11825,年代,20世纪
11826,年代,20世纪
11827,年代,20世纪
11828,年代,20世纪
11829,年代,20世纪
11830,年代,20世纪
11831,年代,20世纪
11832,年代,20世纪
11833,年代,20世纪
11834,年代,20世纪
11835,年代,20世纪
11836,年代,20世纪
11837,年代,20世纪
11838,年代,20世纪
11839,年代,20世纪
11840,年代,20世纪
11841,年代,20世纪
11842,年代,20世纪
11843,年代,20世纪
11844,年代,20世纪
11845,年代,20世纪
11846,年代,20世纪
11847,年代,20世纪
11848,年代,20世纪
11849,年代,20世纪
11850,年代,20世纪
11851,年代,20世纪
11852,年代,20世纪
11853,年代,20世纪
11854,年代,20世纪
11855,年代,20世纪
11856,年代,未知
11857,年代,未知
11858,年代,未知
11859,年代,公元前13-10世纪
11860,年代,公元前5世纪至公元前3世纪
11861,年代,公元前5世纪至公元前3世纪
11862,年代,未知
11863,年代,未知
11864,年代,大约19世纪70年代至80年代
11865,年代,19世纪下半叶
11866,年代,19世纪中叶
11867,年代,19世纪中叶
11868,年代,19世纪中叶
11869,年代,19世纪末
11870,年代,19世纪中叶
11871,年代,19世纪
11872,年代,18世纪至19世纪初
11873,年代,18世纪至19世纪初
11874,年代,未知
11875,年代,18世纪
11876,年代,公元前2世纪
11877,年代,公元前6世纪
11878,年代,18世纪
11879,年代,未知
11880,年代,未知
11881,年代,未知
11882,年代,未知
11883,年代,18世纪
11884,年代,十五世纪
11885,年代,17-19世纪
11886,年代,19世纪至20世纪初
11887,年代,17-19世纪
11888,年代,19世纪
11889,年代,19世纪
11890,年代,约618-906年
11891,年代,约618-906年
11892,年代,大约1368年至1643年
11893,年代,大约1368年至1643年
11894,年代,大约1368年至1643年
11895,年代,大约1368年至1643年
11896,年代,1650–75
11897,年代,19世纪上半叶
11898,年代,未知
11899,年代,未知
11900,年代,未知
11901,年代,未知
11902,年代,未知
11903,年代,公元前11世纪末至10世纪初
11904,年代,日期1678年
11905,年代,日期1710
11906,年代,1950
11907,年代,1892
11908,年代,19世纪中叶
11909,年代,7-8世纪
11910,年代,未知
11911,年代,19世纪末至20世纪初
11912,年代,未知
11913,年代,未知
11914,年代,未知
11915,年代,未知
11916,年代,7-8世纪
11917,年代,六世纪
11918,年代,六世纪
11919,年代,六世纪
11920,年代,6世纪末至7世纪初
11921,年代,未知
11922,年代,1820
11923,年代,18世纪
11924,年代,16世纪
11925,年代,17世纪末至18世纪初
11926,年代,未知
11927,年代,18-19世纪
11928,年代,18世纪
11929,年代,七世纪
11930,年代,7-8世纪
11931,年代,7-8世纪
11932,年代,7-8世纪
11933,年代,7-8世纪
11934,年代,7-8世纪
11935,年代,7-8世纪
11936,年代,7-8世纪
11937,年代,7-8世纪
11938,年代,7-8世纪
11939,年代,1750
11940,年代,7世纪至9世纪
11941,年代,六世纪
11942,年代,六世纪
11943,年代,六世纪
11944,年代,六世纪
11945,年代,六世纪
11946,年代,未知
11947,年代,未知
11948,年代,未知
11949,年代,未知
11950,年代,1742
11951,年代,未知
11952,年代,未知
11953,年代,未知
11954,年代,未知
11955,年代,未知
11956,年代,未知
11957,年代,未知
11958,年代,未知
11959,年代,未知
11960,年代,未知
11961,年代,未知
11962,年代,未知
11963,年代,7-8世纪
11964,年代,未知
11965,年代,公元前2世纪
11966,年代,7-8世纪
11967,年代,七世纪
11968,年代,七世纪
11969,年代,七世纪
11970,年代,未知
11971,年代,未知
11972,年代,未知
11973,年代,17世纪
11974,年代,17世纪
11975,年代,17世纪
11976,年代,17世纪
11977,年代,6世纪末至7世纪
11978,年代,1800
11979,年代,5-6世纪
11980,年代,6世纪末至7世纪初
11981,年代,7世纪末至8世纪
11982,年代,六世纪
11983,年代,六世纪
11984,年代,6世纪末至7世纪
11985,年代,7-8世纪
11986,年代,18世纪下半叶
11987,年代,7-8世纪
11988,年代,7-8世纪
11989,年代,19世纪初
11990,年代,19世纪下半叶
11991,年代,19世纪下半叶
11992,年代,约1750年
11993,年代,约15世纪
11994,年代,公元前4世纪至3世纪
11995,年代,公元前4世纪至3世纪
11996,年代,18世纪
11997,年代,1770
11998,年代,18世纪
11999,年代,18世纪
12000,年代,19世纪初
12001,年代,18世纪
12002,年代,18世纪
12003,年代,19世纪
12004,年代,18世纪
12005,年代,18世纪
12006,年代,1820
12007,年代,未知
12008,年代,19世纪
12009,年代,19世纪
12010,年代,未知
12011,年代,18世纪
12012,年代,1750
12013,年代,约1700年
12014,年代,约1245年
12015,年代,19世纪
12016,年代,19世纪末
12017,年代,约1480年
12018,年代,约1770年
12019,年代,1645
12020,年代,未知
12021,年代,19世纪
12022,年代,十世纪
12023,年代,日期947
12024,年代,第一版于1679年印刷
12025,年代,第一版于1679年印刷
12026,年代,第一版于1679年印刷
12027,年代,第一版于1679年印刷
12028,年代,第一版于1679年印刷
12029,年代,第一版于1679年印刷
12030,年代,第一版于1679年印刷
12031,年代,第一版于1679年印刷
12032,年代,第一版于1679年印刷
12033,年代,第一版于1679年印刷
12034,年代,第一版于1679年印刷
12035,年代,第一版于1679年印刷
12036,年代,第一版于1679年印刷
12037,年代,第一版于1679年印刷
12038,年代,第一版于1679年印刷
12039,年代,第一版于1679年印刷
12040,年代,第一版于1679年印刷
12041,年代,第一版于1679年印刷
12042,年代,第一版于1679年印刷
12043,年代,第一版于1679年印刷
12044,年代,第一版于1679年印刷
12045,年代,第一版于1679年印刷
12046,年代,第一版于1679年印刷
12047,年代,第一版于1679年印刷
12048,年代,第一版于1679年印刷
12049,年代,第一版于1679年印刷
12050,年代,第一版，1679年印刷
12051,年代,第一版，1679年印刷
12052,年代,约1640年
12053,年代,第一版，1679年印刷
12054,年代,第一版，1679年印刷
12055,年代,第一版于1679年印刷
12056,年代,第一版，1679年印刷
12057,年代,第一版于1679年印刷
12058,年代,第一版于1679年印刷
12059,年代,第一版于1679年印刷
12060,年代,第一版于1679年印刷
12061,年代,第一版于1679年印刷
12062,年代,第一版于1679年印刷
12063,年代,第一版于1679年印刷
12064,年代,第一版于1679年印刷
12065,年代,第一版于1679年印刷
12066,年代,第一版于1679年印刷
12067,年代,第一版于1679年印刷
12068,年代,未知
12069,年代,第一版印刷于1633年
12070,年代,第一版印刷于1633年
12071,年代,第一版印刷于1633年
12072,年代,第一版印刷于1633年
12073,年代,第一版印刷于1633年
12074,年代,第一版印刷于1633年
12075,年代,第一版印刷于1633年
12076,年代,第一版印刷于1633年
12077,年代,第一版印刷于1633年
12078,年代,第一版印刷于1633年
12079,年代,第一版印刷于1633年
12080,年代,第一版印刷于1633年
12081,年代,第一版印刷于1633年
12082,年代,第一版印刷于1633年
12083,年代,第一版印刷于1633年
12084,年代,第一版印刷于1633年
12085,年代,第一版印刷于1633年
12086,年代,第一版印刷于1633年
12087,年代,第一版印刷于1633年
12088,年代,第一版印刷于1633年
12089,年代,第一版印刷于1633年
12090,年代,第一版印刷于1633年
12091,年代,第一版印刷于1633年
12092,年代,第一版印刷于1633年
12093,年代,第一版印刷于1633年
12094,年代,第一版印刷于1633年
12095,年代,第一版印刷于1633年
12096,年代,第一版印刷于1633年
12097,年代,第一版印刷于1633年
12098,年代,第一版印刷于1633年
12099,年代,第一版印刷于1633年
12100,年代,第一版印刷于1633年
12101,年代,第一版印刷于1633年
12102,年代,第一版印刷于1633年
12103,年代,第一版印刷于1633年
12104,年代,1633年印刷的第一部edtion
12105,年代,第一版印刷于1633年
12106,年代,1633年印刷的第一部edtion
12107,年代,第一版印刷于1633年
12108,年代,第一版印刷于1633年
12109,年代,第一版印刷于1633年
12110,年代,未知
12111,年代,未知
12112,年代,未知
12113,年代,第一版印刷于1633年
12114,年代,第一版印刷于1633年
12115,年代,第一版印刷于1633年
12116,年代,第一版印刷于1633年
12117,年代,未知
12118,年代,未知
12119,年代,第一版印刷于1633年
12120,年代,未知
12121,年代,第一版印刷于1633年
12122,年代,第一版印刷于1633年
12123,年代,第一版印刷于1633年
12124,年代,第一版印刷于1633年
12125,年代,第一版于1633年印刷
12126,年代,第一版印刷于1633年
12127,年代,第一版印刷于1633年
12128,年代,未知
12129,年代,未知
12130,年代,未知
12131,年代,未知
12132,年代,第一版印刷于1633年
12133,年代,第一版印刷于1633年
12134,年代,第一版印刷于1633年
12135,年代,第一版印刷于1633年
12136,年代,第一版印刷于1633年
12137,年代,第一版印刷于1633年
12138,年代,未知
12139,年代,未知
12140,年代,未知
12141,年代,未知
12142,年代,未知
12143,年代,未知
12144,年代,未知
12145,年代,未知
12146,年代,未知
12147,年代,未知
12148,年代,未知
12149,年代,未知
12150,年代,未知
12151,年代,未知
12152,年代,未知
12153,年代,未知
12154,年代,未知
12155,年代,未知
12156,年代,未知
12157,年代,未知
12158,年代,未知
12159,年代,未知
12160,年代,未知
12161,年代,未知
12162,年代,未知
12163,年代,未知
12164,年代,未知
12165,年代,未知
12166,年代,未知
12167,年代,未知
12168,年代,未知
12169,年代,未知
12170,年代,未知
12171,年代,未知
12172,年代,未知
12173,年代,未知
12174,年代,未知
12175,年代,未知
12176,年代,未知
12177,年代,未知
12178,年代,未知
12179,年代,未知
12180,年代,未知
12181,年代,未知
12182,年代,未知
12183,年代,未知
12184,年代,未知
12185,年代,未知
12186,年代,未知
12187,年代,未知
12188,年代,未知
12189,年代,未知
12190,年代,未知
12191,年代,未知
12192,年代,未知
12193,年代,未知
12194,年代,未知
12195,年代,未知
12196,年代,未知
12197,年代,未知
12198,年代,未知
12199,年代,未知
12200,年代,未知
12201,年代,未知
12202,年代,未知
12203,年代,未知
12204,年代,未知
12205,年代,未知
12206,年代,1757 (?)
12207,年代,未知
12208,年代,未知
12209,年代,未知
12210,年代,未知
12211,年代,未知
12212,年代,未知
12213,年代,未知
12214,年代,未知
12215,年代,未知
12216,年代,未知
12217,年代,未知
12218,年代,未知
12219,年代,未知
12220,年代,未知
12221,年代,未知
12222,年代,未知
12223,年代,未知
12224,年代,未知
12225,年代,未知
12226,年代,未知
12227,年代,未知
12228,年代,未知
12229,年代,未知
12230,年代,未知
12231,年代,未知
12232,年代,未知
12233,年代,未知
12234,年代,未知
12235,年代,未知
12236,年代,未知
12237,年代,未知
12238,年代,未知
12239,年代,未知
12240,年代,未知
12241,年代,未知
12242,年代,未知
12243,年代,未知
12244,年代,未知
12245,年代,未知
12246,年代,未知
12247,年代,未知
12248,年代,未知
12249,年代,未知
12250,年代,未知
12251,年代,未知
12252,年代,未知
12253,年代,未知
12254,年代,未知
12255,年代,未知
12256,年代,未知
12257,年代,未知
12258,年代,未知
12259,年代,未知
12260,年代,未知
12261,年代,未知
12262,年代,未知
12263,年代,未知
12264,年代,未知
12265,年代,未知
12266,年代,未知
12267,年代,未知
12268,年代,未知
12269,年代,未知
12270,年代,未知
12271,年代,印刷于1922年
12272,年代,印刷于1922年
12273,年代,印刷于1922年
12274,年代,印刷于1922年
12275,年代,印刷于1922年
12276,年代,印刷于1922年
12277,年代,印刷于1922年
12278,年代,印刷于1922年
12279,年代,印刷于1922年
12280,年代,印刷于1922年
12281,年代,印刷于1922年
12282,年代,印刷于1922年
12283,年代,印刷于1922年
12284,年代,印刷于1922年
12285,年代,印刷于1922年
12286,年代,印刷于1922年
12287,年代,19世纪或20世纪
12288,年代,19世纪或20世纪
12289,年代,1782年，第二版
12290,年代,1782年，第二版
12291,年代,1782年，第二版
12292,年代,1782年，第二版
12293,年代,1782年，第二版
12294,年代,1782年，第二版
12295,年代,1782年，第二版
12296,年代,1782年，第二版
12297,年代,1782年，第二版
12298,年代,1782年，第二版
12299,年代,1782年，第二版
12300,年代,1782年，第二版
12301,年代,1782年，第二版
12302,年代,1782年，第二版
12303,年代,1782年，第二版
12304,年代,1782年，第二版
12305,年代,1782年，第二版
12306,年代,1782年，第二版
12307,年代,1782年，第二版
12308,年代,1782年，第二版
12309,年代,1782年，第二版
12310,年代,1782年，第二版
12311,年代,1782年，第二版
12312,年代,1782年，第二版
12313,年代,1782年，第二版
12314,年代,1782年，第二版
12315,年代,1782年，第二版
12316,年代,1782年，第二版
12317,年代,1782年，第二版
12318,年代,1782年，第二版
12319,年代,1782年，第二版
12320,年代,1782年，第二版
12321,年代,1782年，第二版
12322,年代,1782年，第二版
12323,年代,1782年，第二版
12324,年代,1782年，第二版
12325,年代,1782年，第二版
12326,年代,1782年，第二版
12327,年代,1782年，第二版
12328,年代,1782年，第二版
12329,年代,1782年，第二版
12330,年代,1782年，第二版
12331,年代,1782年，第二版
12332,年代,18世纪
12333,年代,19世纪
12334,年代,1782年，第二版
12335,年代,1782年，第二版
12336,年代,1782年，第二版
12337,年代,1782年，第二版
12338,年代,1782年，第二版
12339,年代,1782年，第二版
12340,年代,1782年，第二版
12341,年代,1782年，第二版
12342,年代,1782年，第二版
12343,年代,1782年，第二版
12344,年代,1782年，第二版
12345,年代,1782年，第二版
12346,年代,1782年，第二版
12347,年代,1782年，第二版
12348,年代,1782年，第二版
12349,年代,1782年，第二版
12350,年代,1782年，第二版
12351,年代,1782年，第二版
12352,年代,1782年，第二版
12353,年代,1782年，第二版
12354,年代,1782年，第二版
12355,年代,18世纪初
12356,年代,18世纪初
12357,年代,18世纪
12358,年代,18世纪
12359,年代,18世纪初
12360,年代,1782年，第二版
12361,年代,1782年，第二版
12362,年代,1782年，第二版
12363,年代,1782年，第二版
12364,年代,1782年，第二版
12365,年代,1782年，第二版
12366,年代,1782年，第二版
12367,年代,1782年，第二版
12368,年代,1782年，第二版
12369,年代,1782年，第二版
12370,年代,1782年，第二版
12371,年代,1782年，第二版
12372,年代,1782年，第二版
12373,年代,1782年，第二版
12374,年代,1782年，第二版
12375,年代,1782年，第二版
12376,年代,19世纪
12377,年代,19世纪
12378,年代,19世纪
12379,年代,19世纪
12380,年代,19世纪
12381,年代,19世纪
12382,年代,19世纪
12383,年代,19世纪
12384,年代,19世纪
12385,年代,19世纪
12386,年代,19世纪
12387,年代,20世纪初
12388,年代,20世纪
12389,年代,20世纪
12390,年代,20世纪初
12391,年代,20世纪初
12392,年代,20世纪初
12393,年代,20世纪初
12394,年代,20世纪初
12395,年代,20世纪初
