Object ID,Predicate,Artist
13708,作者,未知
13709,作者,未知
13710,作者,未知
13711,作者,未知
13712,作者,未知
13713,作者,未知
13714,作者,未知
13715,作者,未知
13716,作者,未知
13717,作者,未知
13718,作者,未知
13719,作者,未知
13720,作者,未知
13721,作者,未知
13722,作者,未知
13723,作者,未知
13724,作者,未知
13725,作者,未知
13726,作者,未知
13727,作者,未知
13728,作者,未知
13729,作者,未知
13730,作者,未知
13731,作者,未知
13732,作者,未知
13733,作者,未知
13734,作者,未知
13735,作者,未知
13736,作者,未知
13737,作者,未知
13738,作者,未知
13739,作者,未知
13740,作者,未知
13741,作者,未知
13742,作者,未知
13743,作者,未知
13744,作者,未知
13745,作者,未知
13746,作者,未知
13747,作者,未知
13748,作者,未知
13749,作者,未知
13750,作者,未知
13751,作者,未知
13752,作者,未知
13753,作者,未知
13754,作者,未知
13755,作者,未知
13756,作者,未知
13757,作者,未知
13758,作者,未知
13759,作者,未知
13760,作者,未知
13761,作者,未知
13762,作者,未知
13763,作者,未知
13764,作者,未知
13765,作者,未知
13766,作者,未知
13767,作者,未知
13768,作者,未知
13769,作者,未知
13770,作者,未知
13771,作者,未知
13772,作者,未知
13773,作者,未知
13774,作者,未知
13775,作者,未知
13776,作者,未知
13777,作者,未知
13778,作者,未知
13779,作者,未知
13780,作者,未知
13781,作者,未知
13782,作者,未知
13783,作者,未知
13784,作者,未知
13785,作者,未知
13786,作者,未知
13787,作者,未知
13788,作者,未知
13789,作者,未知
13790,作者,未知
13791,作者,未知
13792,作者,未知
13793,作者,未知
13794,作者,未知
13795,作者,未知
13796,作者,未知
13797,作者,未知
13798,作者,未知
13799,作者,未知
13800,作者,未知
13801,作者,未知
13802,作者,未知
13803,作者,未知
13804,作者,未知
13805,作者,未知
13806,作者,未知
13807,作者,未知
13808,作者,未知
13809,作者,未知
13810,作者,未知
13811,作者,未知
13812,作者,未知
13813,作者,未知
13814,作者,未知
13815,作者,未知
13816,作者,未知
13817,作者,未知
13818,作者,未知
13819,作者,未知
13820,作者,未知
13821,作者,未知
13822,作者,未知
13823,作者,未知
13824,作者,未知
13825,作者,未知
13826,作者,未知
13827,作者,未知
13828,作者,未知
13829,作者,未知
13830,作者,未知
13831,作者,未知
13832,作者,未知
13833,作者,未知
13834,作者,未知
13835,作者,未知
13836,作者,未知
13837,作者,未知
13838,作者,未知
13839,作者,未知
13840,作者,未知
13841,作者,未知
13842,作者,未知
13843,作者,未知
13844,作者,未知
13845,作者,未知
13846,作者,未知
13847,作者,未知
13848,作者,未知
13849,作者,未知
13850,作者,未知
13851,作者,未知
13852,作者,未知
13853,作者,未知
13854,作者,未知
13855,作者,未知
13856,作者,未知
13857,作者,未知
13858,作者,未知
13859,作者,未知
13860,作者,未知
13861,作者,未知
13862,作者,未知
13863,作者,未知
13864,作者,未知
13865,作者,未知
13866,作者,未知
13867,作者,未知
13868,作者,未知
13869,作者,未知
13870,作者,未知
13871,作者,未知
13872,作者,未知
13873,作者,未知
13874,作者,未知
13875,作者,未知
13876,作者,未知
13877,作者,未知
13878,作者,未知
13879,作者,未知
13880,作者,未知
13881,作者,未知
13882,作者,未知
13883,作者,未知
13884,作者,未知
13885,作者,未知
13886,作者,未知
13887,作者,未知
13888,作者,未知
13889,作者,未知
13890,作者,未知
13891,作者,未知
13892,作者,未知
13893,作者,未知
13894,作者,未知
13895,作者,未知
13896,作者,未知
13897,作者,未知
13898,作者,未知
13899,作者,未知
13900,作者,未知
13901,作者,未知
13902,作者,未知
13903,作者,未知
13904,作者,未知
13905,作者,未知
13906,作者,未知
13907,作者,未知
13908,作者,未知
13909,作者,未知
13910,作者,未知
13911,作者,未知
13912,作者,未知
13913,作者,未知
13914,作者,未知
13915,作者,未知
13916,作者,未知
13917,作者,未知
13918,作者,未知
13919,作者,未知
13920,作者,未知
13921,作者,未知
13922,作者,未知
13923,作者,未知
13924,作者,未知
13925,作者,未知
13926,作者,未知
13927,作者,未知
13928,作者,未知
13929,作者,未知
13930,作者,未知
13931,作者,未知
13932,作者,未知
13933,作者,未知
13934,作者,未知
13935,作者,未知
13936,作者,未知
13937,作者,未知
13938,作者,未知
13939,作者,未知
13940,作者,未知
13941,作者,未知
13942,作者,未知
13943,作者,未知
13944,作者,未知
13945,作者,未知
13946,作者,未知
13947,作者,未知
13948,作者,未知
13949,作者,未知
13950,作者,未知
13951,作者,未知
13952,作者,未知
13953,作者,未知
13954,作者,未知
13955,作者,未知
13956,作者,未知
13957,作者,未知
13958,作者,未知
13959,作者,未知
13960,作者,未知
13961,作者,未知
13962,作者,未知
13963,作者,未知
13964,作者,未知
13965,作者,未知
13966,作者,未知
13967,作者,未知
13968,作者,未知
13969,作者,未知
13970,作者,未知
13971,作者,未知
13972,作者,未知
13973,作者,未知
13974,作者,未知
13975,作者,未知
13976,作者,未知
13977,作者,未知
13978,作者,未知
13979,作者,未知
13980,作者,未知
13981,作者,未知
13982,作者,未知
13983,作者,未知
13984,作者,未知
13985,作者,未知
13986,作者,未知
13987,作者,未知
13988,作者,未知
13989,作者,未知
13990,作者,未知
13991,作者,未知
13992,作者,未知
13993,作者,未知
13994,作者,未知
13995,作者,未知
13996,作者,未知
13997,作者,未知
13998,作者,未知
13999,作者,未知
14000,作者,未知
14001,作者,未知
14002,作者,未知
14003,作者,未知
14004,作者,未知
14005,作者,未知
14006,作者,未知
14007,作者,未知
14008,作者,未知
14009,作者,未知
14010,作者,未知
14011,作者,未知
14012,作者,未知
14013,作者,未知
14014,作者,未知
14015,作者,未知
14016,作者,未知
14017,作者,未知
14018,作者,未知
14019,作者,未知
14020,作者,未知
14021,作者,未知
14022,作者,未知
14023,作者,未知
14024,作者,未知
14025,作者,未知
14026,作者,未知
14027,作者,未知
14028,作者,未知
14029,作者,未知
14030,作者,未知
14031,作者,未知
14032,作者,未知
14033,作者,未知
14034,作者,未知
14035,作者,未知
14036,作者,未知
14037,作者,未知
14038,作者,未知
14039,作者,未知
14040,作者,未知
14041,作者,未知
14042,作者,未知
14043,作者,未知
14044,作者,未知
14045,作者,未知
14046,作者,未知
14047,作者,未知
14048,作者,未知
14049,作者,未知
14050,作者,未知
14051,作者,未知
14052,作者,未知
14053,作者,未知
14054,作者,未知
14055,作者,未知
14056,作者,未知
14057,作者,未知
14058,作者,未知
14059,作者,未知
14060,作者,未知
14061,作者,未知
14062,作者,未知
14063,作者,未知
14064,作者,未知
14065,作者,未知
14066,作者,未知
14067,作者,未知
14068,作者,未知
14069,作者,未知
14070,作者,未知
14071,作者,未知
14072,作者,未知
14073,作者,未知
14074,作者,未知
14075,作者,未知
14076,作者,未知
14077,作者,未知
14078,作者,未知
14079,作者,未知
14080,作者,未知
14081,作者,未知
14082,作者,未知
14083,作者,未知
14084,作者,未知
14085,作者,未知
14086,作者,未知
14087,作者,未知
14088,作者,未知
14089,作者,未知
14090,作者,未知
14091,作者,未知
14092,作者,未知
14093,作者,未知
14094,作者,未知
14095,作者,未知
14096,作者,未知
14097,作者,未知
14098,作者,未知
14099,作者,未知
14100,作者,未知
14101,作者,未知
14102,作者,未知
14103,作者,未知
14104,作者,未知
14105,作者,未知
14106,作者,未知
14107,作者,未知
14108,作者,未知
14109,作者,未知
14110,作者,未知
14111,作者,未知
14112,作者,未知
14113,作者,未知
14114,作者,未知
14115,作者,未知
14116,作者,未知
14117,作者,未知
14118,作者,未知
14119,作者,未知
14120,作者,未知
14121,作者,未知
14122,作者,未知
14123,作者,未知
14124,作者,未知
14125,作者,未知
14126,作者,未知
14127,作者,未知
14128,作者,未知
14129,作者,未知
14130,作者,未知
14131,作者,未知
14132,作者,未知
14133,作者,未知
14134,作者,未知
14135,作者,未知
14136,作者,未知
14137,作者,未知
14138,作者,未知
14139,作者,未知
14140,作者,未知
14141,作者,未知
14142,作者,未知
14143,作者,未知
14144,作者,未知
14145,作者,未知
14146,作者,未知
14147,作者,未知
14148,作者,未知
14149,作者,未知
14150,作者,未知
14151,作者,未知
14152,作者,未知
14153,作者,未知
14154,作者,未知
14155,作者,未知
14156,作者,未知
14157,作者,未知
14158,作者,未知
14159,作者,未知
14160,作者,未知
14161,作者,未知
14162,作者,未知
14163,作者,未知
14164,作者,未知
14165,作者,未知
14166,作者,未知
14167,作者,未知
14168,作者,未知
14169,作者,未知
14170,作者,未知
14171,作者,未知
14172,作者,未知
14173,作者,未知
14174,作者,未知
14175,作者,未知
14176,作者,未知
14177,作者,未知
14178,作者,未知
14179,作者,未知
14180,作者,未知
14181,作者,未知
14182,作者,未知
14183,作者,未知
14184,作者,未知
14185,作者,未知
14186,作者,未知
14187,作者,未知
14188,作者,未知
14189,作者,未知
14190,作者,未知
14191,作者,未知
14192,作者,未知
14193,作者,未知
14194,作者,未知
14195,作者,未知
14196,作者,未知
14197,作者,未知
14198,作者,未知
14199,作者,未知
14200,作者,未知
14201,作者,未知
14202,作者,未知
14203,作者,未知
14204,作者,未知
14205,作者,未知
14206,作者,未知
14207,作者,未知
14208,作者,未知
14209,作者,未知
14210,作者,未知
14211,作者,未知
14212,作者,未知
14213,作者,未知
14214,作者,未知
14215,作者,未知
14216,作者,未知
14217,作者,未知
14218,作者,未知
14219,作者,未知
14220,作者,未知
14221,作者,未知
14222,作者,未知
14223,作者,未知
14224,作者,未知
14225,作者,未知
14226,作者,未知
14227,作者,未知
14228,作者,未知
14229,作者,未知
14230,作者,未知
14231,作者,未知
14232,作者,未知
14233,作者,未知
14234,作者,未知
14235,作者,未知
14236,作者,未知
14237,作者,未知
14238,作者,未知
14239,作者,未知
14240,作者,未知
14241,作者,未知
14242,作者,未知
14243,作者,未知
14244,作者,未知
14245,作者,未知
14246,作者,未知
14247,作者,未知
14248,作者,未知
14249,作者,未知
14250,作者,未知
14251,作者,未知
14252,作者,未知
14253,作者,未知
14254,作者,未知
14255,作者,未知
14256,作者,未知
14257,作者,未知
14258,作者,未知
14259,作者,未知
14260,作者,未知
14261,作者,未知
14262,作者,未知
14263,作者,未知
14264,作者,未知
14265,作者,未知
14266,作者,未知
14267,作者,未知
14268,作者,未知
14269,作者,未知
14270,作者,未知
14271,作者,未知
14272,作者,未知
14273,作者,未知
14274,作者,未知
14275,作者,未知
14276,作者,未知
14277,作者,未知
14278,作者,未知
14279,作者,未知
14280,作者,未知
14281,作者,未知
14282,作者,未知
14283,作者,未知
14284,作者,未知
14285,作者,未知
14286,作者,未知
14287,作者,未知
14288,作者,未知
14289,作者,未知
14290,作者,未知
14291,作者,未知
14292,作者,未知
14293,作者,未知
14294,作者,未知
14295,作者,未知
14296,作者,未知
14297,作者,未知
14298,作者,未知
14299,作者,未知
14300,作者,未知
14301,作者,未知
14302,作者,未知
14303,作者,未知
14304,作者,未知
14305,作者,未知
14306,作者,未知
14307,作者,未知
14308,作者,未知
14309,作者,未知
14310,作者,未知
14311,作者,未知
14312,作者,未知
14313,作者,未知
14314,作者,未知
14315,作者,未知
14316,作者,未知
14317,作者,未知
14318,作者,未知
14319,作者,未知
14320,作者,未知
14321,作者,未知
14322,作者,未知
14323,作者,未知
14324,作者,未知
14325,作者,未知
14326,作者,未知
14327,作者,未知
14328,作者,未知
14329,作者,未知
14330,作者,未知
14331,作者,未知
14332,作者,未知
14333,作者,未知
14334,作者,未知
14335,作者,未知
14336,作者,未知
14337,作者,未知
14338,作者,未知
14339,作者,未知
14340,作者,未知
14341,作者,未知
14342,作者,未知
14343,作者,未知
14344,作者,未知
14345,作者,未知
14346,作者,未知
14347,作者,未知
14348,作者,未知
14349,作者,未知
14350,作者,未知
14351,作者,未知
14352,作者,未知
14353,作者,未知
14354,作者,未知
14355,作者,未知
14356,作者,未知
14357,作者,未知
14358,作者,未知
14359,作者,未知
14360,作者,未知
14361,作者,未知
14362,作者,未知
14363,作者,未知
14364,作者,未知
14365,作者,未知
14366,作者,未知
14367,作者,未知
14368,作者,未知
14369,作者,未知
14370,作者,未知
14371,作者,未知
14372,作者,未知
14373,作者,未知
14374,作者,未知
14375,作者,未知
14376,作者,未知
14377,作者,未知
14378,作者,未知
14379,作者,未知
14380,作者,未知
14381,作者,未知
14382,作者,未知
14383,作者,未知
14384,作者,未知
14385,作者,未知
14386,作者,未知
14387,作者,未知
14388,作者,未知
14389,作者,未知
14390,作者,未知
14391,作者,未知
14392,作者,未知
14393,作者,未知
14394,作者,未知
14395,作者,未知
14396,作者,未知
14397,作者,未知
14398,作者,未知
14399,作者,未知
14400,作者,未知
14401,作者,未知
14402,作者,未知
14403,作者,未知
14404,作者,未知
14405,作者,未知
14406,作者,未知
14407,作者,未知
14408,作者,未知
14409,作者,未知
14410,作者,未知
14411,作者,未知
14412,作者,未知
14413,作者,未知
14414,作者,未知
14415,作者,未知
14416,作者,未知
14417,作者,未知
14418,作者,未知
14419,作者,未知
14420,作者,未知
14421,作者,未知
14422,作者,未知
14423,作者,未知
14424,作者,未知
14425,作者,未知
14426,作者,未知
14427,作者,未知
14428,作者,未知
14429,作者,未知
14430,作者,未知
14431,作者,未知
14432,作者,未知
14433,作者,未知
14434,作者,未知
14435,作者,未知
14436,作者,未知
14437,作者,未知
14438,作者,未知
14439,作者,未知
14440,作者,未知
14441,作者,未知
14442,作者,未知
14443,作者,未知
14444,作者,未知
14445,作者,未知
14446,作者,未知
14447,作者,未知
14448,作者,未知
14449,作者,未知
14450,作者,未知
14451,作者,未知
14452,作者,未知
14453,作者,未知
14454,作者,未知
14455,作者,未知
14456,作者,未知
14457,作者,未知
14458,作者,未知
14459,作者,未知
14460,作者,未知
14461,作者,未知
14462,作者,未知
14463,作者,未知
14464,作者,未知
14465,作者,未知
14466,作者,未知
14467,作者,未知
14468,作者,未知
14469,作者,未知
14470,作者,未知
14471,作者,未知
14472,作者,未知
14473,作者,未知
14474,作者,未知
14475,作者,未知
14476,作者,未知
14477,作者,未知
14478,作者,未知
14479,作者,未知
14480,作者,未知
14481,作者,未知
14482,作者,未知
14483,作者,未知
14484,作者,未知
14485,作者,未知
14486,作者,未知
14487,作者,未知
14488,作者,未知
14489,作者,未知
14490,作者,未知
14491,作者,未知
14492,作者,未知
14493,作者,未知
14494,作者,未知
14495,作者,未知
14496,作者,未知
14497,作者,未知
14498,作者,未知
14499,作者,未知
14500,作者,未知
14501,作者,未知
14502,作者,未知
14503,作者,未知
14504,作者,未知
14505,作者,未知
14506,作者,未知
14507,作者,未知
14508,作者,未知
14509,作者,未知
14510,作者,未知
14511,作者,未知
14512,作者,未知
14513,作者,未知
14514,作者,未知
14515,作者,未知
14516,作者,未知
14517,作者,未知
14518,作者,未知
14519,作者,未知
14520,作者,未知
14521,作者,未知
14522,作者,未知
14523,作者,未知
14524,作者,未知
14525,作者,未知
14526,作者,未知
14527,作者,未知
14528,作者,未知
14529,作者,未知
14530,作者,未知
14531,作者,未知
14532,作者,未知
14533,作者,未知
14534,作者,未知
14535,作者,未知
14536,作者,未知
14537,作者,未知
14538,作者,未知
14539,作者,未知
14540,作者,未知
14541,作者,未知
14542,作者,未知
14543,作者,未知
14544,作者,未知
14545,作者,未知
14546,作者,未知
14547,作者,未知
14548,作者,未知
14549,作者,未知
14550,作者,未知
14551,作者,未知
14552,作者,未知
14553,作者,未知
14554,作者,未知
14555,作者,未知
14556,作者,未知
14557,作者,未知
14558,作者,未知
14559,作者,未知
14560,作者,未知
14561,作者,未知
14562,作者,未知
14563,作者,未知
14564,作者,未知
14565,作者,未知
14566,作者,未知
14567,作者,未知
14568,作者,未知
14569,作者,未知
14570,作者,未知
14571,作者,未知
14572,作者,未知
14573,作者,未知
14574,作者,未知
14575,作者,未知
14576,作者,未知
14577,作者,未知
14578,作者,未知
14579,作者,未知
14580,作者,未知
14581,作者,未知
14582,作者,未知
14583,作者,未知
14584,作者,未知
14585,作者,未知
14586,作者,未知
14587,作者,未知
14588,作者,未知
14589,作者,未知
14590,作者,未知
14591,作者,未知
14592,作者,未知
14593,作者,未知
14594,作者,未知
14595,作者,未知
14596,作者,未知
14597,作者,未知
14598,作者,未知
14599,作者,未知
14600,作者,未知
14601,作者,未知
14602,作者,未知
14603,作者,未知
14604,作者,未知
14605,作者,未知
14606,作者,未知
14607,作者,未知
14608,作者,未知
14609,作者,未知
14610,作者,未知
14611,作者,未知
14612,作者,未知
14613,作者,未知
14614,作者,未知
14615,作者,未知
14616,作者,未知
14617,作者,未知
14618,作者,未知
14619,作者,未知
14620,作者,未知
14621,作者,未知
14622,作者,未知
14623,作者,未知
14624,作者,未知
14625,作者,未知
14626,作者,未知
14627,作者,未知
14628,作者,未知
14629,作者,未知
14630,作者,未知
14631,作者,未知
14632,作者,未知
14633,作者,未知
14634,作者,未知
14635,作者,未知
14636,作者,未知
14637,作者,未知
14638,作者,未知
14639,作者,未知
14640,作者,未知
14641,作者,未知
14642,作者,未知
14643,作者,未知
14644,作者,未知
14645,作者,未知
14646,作者,未知
14647,作者,未知
14648,作者,未知
14649,作者,未知
14650,作者,未知
14651,作者,未知
14652,作者,未知
14653,作者,未知
14654,作者,未知
14655,作者,未知
14656,作者,未知
14657,作者,未知
14658,作者,未知
14659,作者,未知
14660,作者,未知
14661,作者,未知
14662,作者,未知
14663,作者,未知
14664,作者,未知
14665,作者,未知
14666,作者,未知
14667,作者,未知
14668,作者,未知
14669,作者,未知
14670,作者,未知
14671,作者,未知
14672,作者,未知
14673,作者,未知
14674,作者,未知
14675,作者,未知
14676,作者,未知
14677,作者,未知
14678,作者,未知
14679,作者,未知
14680,作者,未知
14681,作者,未知
14682,作者,未知
14683,作者,未知
14684,作者,未知
14685,作者,未知
14686,作者,未知
14687,作者,未知
14688,作者,未知
14689,作者,未知
14690,作者,未知
14691,作者,未知
14692,作者,未知
14693,作者,未知
14694,作者,未知
14695,作者,未知
14696,作者,未知
14697,作者,未知
14698,作者,未知
14699,作者,未知
14700,作者,未知
14701,作者,未知
14702,作者,未知
14703,作者,未知
14704,作者,未知
14705,作者,未知
14706,作者,未知
14707,作者,未知
14708,作者,未知
14709,作者,未知
14710,作者,未知
14711,作者,未知
14712,作者,未知
14713,作者,未知
14714,作者,未知
14715,作者,未知
14716,作者,未知
14717,作者,未知
14718,作者,未知
14719,作者,未知
14720,作者,未知
14721,作者,未知
14722,作者,未知
14723,作者,未知
14724,作者,未知
14725,作者,未知
14726,作者,未知
14727,作者,未知
14728,作者,未知
14729,作者,未知
14730,作者,未知
14731,作者,未知
14732,作者,未知
14733,作者,未知
14734,作者,未知
14735,作者,未知
14736,作者,未知
14737,作者,未知
14738,作者,未知
14739,作者,未知
14740,作者,未知
14741,作者,未知
14742,作者,未知
14743,作者,未知
14744,作者,未知
14745,作者,未知
14746,作者,未知
14747,作者,未知
14748,作者,未知
14749,作者,未知
14750,作者,未知
14751,作者,未知
14752,作者,未知
14753,作者,未知
14754,作者,未知
14755,作者,未知
14756,作者,未知
14757,作者,未知
14758,作者,未知
14759,作者,未知
14760,作者,未知
14761,作者,未知
14762,作者,未知
14763,作者,未知
14764,作者,未知
14765,作者,未知
14766,作者,未知
14767,作者,未知
14768,作者,未知
14769,作者,未知
14770,作者,未知
14771,作者,未知
14772,作者,未知
14773,作者,未知
14774,作者,未知
14775,作者,未知
14776,作者,未知
14777,作者,未知
14778,作者,未知
14779,作者,未知
14780,作者,未知
14781,作者,未知
14782,作者,未知
14783,作者,未知
14784,作者,未知
14785,作者,未知
14786,作者,未知
14787,作者,未知
14788,作者,未知
14789,作者,未知
14790,作者,未知
14791,作者,未知
14792,作者,未知
14793,作者,未知
14794,作者,未知
14795,作者,未知
14796,作者,未知
14797,作者,未知
14798,作者,未知
14799,作者,未知
14800,作者,未知
14801,作者,未知
14802,作者,未知
14803,作者,未知
14804,作者,未知
14805,作者,未知
14806,作者,未知
14807,作者,未知
14808,作者,未知
14809,作者,未知
14810,作者,未知
14811,作者,未知
14812,作者,未知
14813,作者,未知
14814,作者,未知
14815,作者,未知
14816,作者,未知
14817,作者,未知
14818,作者,未知
14819,作者,未知
14820,作者,未知
14821,作者,未知
14822,作者,未知
14823,作者,未知
14824,作者,未知
14825,作者,未知
14826,作者,盛茂业
14827,作者,范琪
14828,作者,未知
14829,作者,未知
14830,作者,身份不明的艺术家
14831,作者,未知
14832,作者,未知
14833,作者,未知
14834,作者,未知
14835,作者,未知
14836,作者,未知
14837,作者,身份不明的艺术家
14838,作者,未知
14839,作者,未知
14840,作者,未知
14841,作者,未知
14842,作者,未知
14843,作者,未知
14844,作者,未知
14845,作者,未知
14846,作者,未知
14847,作者,未知
14848,作者,未知
14849,作者,金桂冠
14850,作者,未知
14851,作者,未知
14852,作者,fukami sueharu
14853,作者,未知
14854,作者,未知
14855,作者,未知
14856,作者,未知
14857,作者,未知
14858,作者,未知
14859,作者,未知
14860,作者,无名氏
14861,作者,未知
14862,作者,未知
14863,作者,未知
14864,作者,未知
14865,作者,未知
14866,作者,未知
14867,作者,未知
14868,作者,身份不明的艺术家
14869,作者,未知
14870,作者,未知
14871,作者,未知
14872,作者,未知
14873,作者,未知
14874,作者,未知
14875,作者,杰和尚
14876,作者,唐逸芬
14877,作者,胡瑗
14878,作者,吴冠中
14879,作者,未知
14880,作者,未知
14881,作者,未知
14882,作者,未知
14883,作者,未知
14884,作者,未知
14885,作者,未知
14886,作者,未知
14887,作者,未知
14888,作者,kawase shinobu
14889,作者,未知
14890,作者,未知
14891,作者,fukami sueharu
14892,作者,身份不明的艺术家
14893,作者,杨天吉
14894,作者,唐
14895,作者,徐悲鸿
14896,作者,徐悲鸿
14897,作者,徐悲鸿
14898,作者,徐悲鸿
14899,作者,徐悲鸿
14900,作者,齐白石
14901,作者,齐白石
14902,作者,齐白石
14903,作者,溥儒
14904,作者,于右任
14905,作者,于右任
14906,作者,于右任
14907,作者,沈尹默
14908,作者,郭伟渠
14909,作者,林语堂
14910,作者,林语堂
14911,作者,林语堂
14912,作者,王云五
14913,作者,张大千
14914,作者,张大千
14915,作者,张大千
14916,作者,张大千
14917,作者,张大千
14918,作者,冯康厚
14919,作者,冯康厚
14920,作者,冯康厚
14921,作者,冯康厚
14922,作者,王雪涛
14923,作者,赵少昂
14924,作者,赵少昂
14925,作者,赵少昂
14926,作者,郭大伟
14927,作者,郭大伟
14928,作者,饶宗颐
14929,作者,齐白石
14930,作者,未知
14931,作者,未知
14932,作者,未知
14933,作者,谢志柳
14934,作者,谢志柳
14935,作者,谢志柳
14936,作者,王云天
14937,作者,谢志柳
14938,作者,张大静
14939,作者,谢志柳
14940,作者,谢志柳
14941,作者,谢志柳
14942,作者,谢志柳
14943,作者,谢志柳
14944,作者,谢志柳
14945,作者,谢志柳
14946,作者,谢志柳
14947,作者,谢志柳
14948,作者,谢志柳
14949,作者,谢志柳
14950,作者,谢志柳
14951,作者,张大静
14952,作者,高世雄
14953,作者,苏东河
14954,作者,苏东河
14955,作者,陈波
14956,作者,陈申道
14957,作者,张文康
14958,作者,齐高
14959,作者,尼禄山人
14960,作者,费明耀
14961,作者,谢志柳
14962,作者,刘艺文
14963,作者,身份不明的艺术家
14964,作者,身份不明的艺术家
14965,作者,身份不明的艺术家
14966,作者,身份不明的艺术家
14967,作者,小雨
14968,作者,吴子建
14969,作者,吴子建
14970,作者,陈聚来
14971,作者,陈聚来
14972,作者,刘艺文
14973,作者,刘艺文
14974,作者,刘艺文
14975,作者,刘艺文
14976,作者,刘艺文
14977,作者,刘艺文
14978,作者,刘艺文
14979,作者,刘艺文
14980,作者,刘艺文
14981,作者,谢志柳
14982,作者,刘艺文
14983,作者,刘艺文
14984,作者,谢志柳
14985,作者,刘艺文
14986,作者,刘艺文
14987,作者,谢志柳
14988,作者,刘艺文
14989,作者,刘艺文
14990,作者,谢志柳
14991,作者,刘艺文
14992,作者,韩天恒
14993,作者,谢志柳
14994,作者,韩天恒
14995,作者,谢志柳
14996,作者,韩天恒
14997,作者,谢志柳
14998,作者,韩天恒
14999,作者,谢志柳
15000,作者,韩天恒
15001,作者,韩天恒
15002,作者,谢志柳
15003,作者,韩天恒
15004,作者,谢志柳
15005,作者,谢志柳
15006,作者,谢志柳
15007,作者,谢志柳
15008,作者,谢志柳
15009,作者,谢志柳
15010,作者,谢志柳
15011,作者,谢志柳
15012,作者,谢志柳
15013,作者,谢志柳
15014,作者,谢志柳
15015,作者,谢志柳
15016,作者,谢志柳
15017,作者,谢志柳
15018,作者,谢志柳
15019,作者,谢志柳
15020,作者,谢志柳
15021,作者,谢志柳
15022,作者,谢志柳
15023,作者,谢志柳
15024,作者,韩天恒
15025,作者,谢志柳
15026,作者,韩天恒
15027,作者,谢志柳
15028,作者,韩天恒
15029,作者,韩天恒
15030,作者,韩天恒
15031,作者,谢志柳
15032,作者,谢志柳
15033,作者,韩天恒
15034,作者,韩天恒
15035,作者,韩天恒
15036,作者,韩天恒
15037,作者,韩天恒
15038,作者,谢志柳
15039,作者,韩天恒
15040,作者,谢志柳
15041,作者,谢志柳
15042,作者,谢志柳
15043,作者,谢志柳
15044,作者,谢志柳
15045,作者,谢志柳
15046,作者,谢志柳
15047,作者,谢志柳
15048,作者,谢志柳
15049,作者,谢志柳
15050,作者,谢志柳
15051,作者,谢志柳
15052,作者,谢志柳
15053,作者,谢志柳
15054,作者,谢志柳
15055,作者,谢志柳
15056,作者,谢志柳
15057,作者,谢志柳
15058,作者,谢志柳
15059,作者,谢志柳
15060,作者,谢志柳
15061,作者,谢志柳
15062,作者,谢志柳
15063,作者,谢志柳
15064,作者,谢志柳
15065,作者,谢志柳
15066,作者,谢志柳
15067,作者,谢志柳
15068,作者,谢志柳
15069,作者,谢志柳
15070,作者,谢志柳
15071,作者,谢志柳
15072,作者,谢志柳
15073,作者,谢志柳
15074,作者,谢志柳
15075,作者,谢志柳
15076,作者,谢志柳
15077,作者,谢志柳
15078,作者,谢志柳
15079,作者,谢志柳
15080,作者,谢志柳
15081,作者,谢志柳
15082,作者,谢志柳
15083,作者,谢志柳
15084,作者,谢志柳
15085,作者,谢志柳
15086,作者,谢志柳
15087,作者,谢志柳
15088,作者,谢志柳
15089,作者,谢志柳
15090,作者,谢志柳
15091,作者,谢志柳
15092,作者,谢志柳
15093,作者,谢志柳
15094,作者,谢志柳
15095,作者,谢志柳
15096,作者,谢志柳
15097,作者,谢志柳
15098,作者,谢志柳
15099,作者,谢志柳
15100,作者,谢志柳
15101,作者,谢志柳
15102,作者,谢志柳
15103,作者,谢志柳
15104,作者,谢志柳
15105,作者,谢志柳
15106,作者,谢志柳
15107,作者,谢志柳
15108,作者,谢志柳
15109,作者,谢志柳
15110,作者,谢志柳
15111,作者,谢志柳
15112,作者,谢志柳
15113,作者,谢志柳
15114,作者,谢志柳
15115,作者,谢志柳
15116,作者,谢志柳
15117,作者,谢志柳
15118,作者,谢志柳
15119,作者,谢志柳
15120,作者,谢志柳
15121,作者,谢志柳
15122,作者,谢志柳
15123,作者,谢志柳
15124,作者,谢志柳
15125,作者,谢志柳
15126,作者,谢志柳
15127,作者,谢志柳
15128,作者,谢志柳
15129,作者,谢志柳
15130,作者,谢志柳
15131,作者,谢志柳
15132,作者,谢志柳
15133,作者,谢志柳
15134,作者,谢志柳
15135,作者,谢志柳
15136,作者,谢志柳
15137,作者,谢志柳
15138,作者,谢志柳
15139,作者,谢志柳
15140,作者,谢志柳
15141,作者,谢志柳
15142,作者,谢志柳
15143,作者,谢志柳
15144,作者,谢志柳
15145,作者,谢志柳
15146,作者,谢志柳
15147,作者,谢志柳
15148,作者,谢志柳
15149,作者,谢志柳
15150,作者,谢志柳
15151,作者,谢志柳
15152,作者,谢志柳
15153,作者,谢志柳
15154,作者,谢志柳
15155,作者,谢志柳
15156,作者,谢志柳
15157,作者,谢志柳
15158,作者,谢志柳
15159,作者,谢志柳
15160,作者,谢志柳
15161,作者,谢志柳
15162,作者,谢志柳
15163,作者,谢志柳
15164,作者,谢志柳
15165,作者,谢志柳
