object_id,title,link,image,object_type,provenience,creator,date_made,materials,description
902,凉鞋,https://www.penn.museum/collections/object/374191,https://www.penn.museum/collections/assets/300/603272.jpg,未知,中国,未知,未知,稻草,一双草鞋中的一双。鞋垫上布满了浅色和深色纤维的矩形条带，鞋底是皮革材质，中间缝有一根线。
903,碾米机,https://www.penn.museum/collections/object/69669,https://www.penn.museum/collections/assets/300/697942.jpg,未知,中国,未知,-1899,石头,圆形研磨底座，一端带有喷嘴。中心凸起，中间插入一根金属杆。21636A 可安装在其上。
904,护符,https://www.penn.museum/collections/object/283357,https://www.penn.museum/collections/assets/300/345331.jpg,未知,中国,未知,未知,青铜,观察。 镇宅平安 镇宅平安。镇宅平安牧师。
905,护符,https://www.penn.museum/collections/object/306718,https://www.penn.museum/collections/assets/300/344806.jpg,未知,中国,未知,未知,青铜,观察。 一资本，万利。招财进宝牧师（招财进宝）。
906,护符,https://www.penn.museum/collections/object/234116,https://www.penn.museum/collections/assets/300/345813.jpg,未知,中国,未知,未知,青铜,观察。 五子登科 五子登科（五子登科）。状元及第三状元季第（殿试第一名）。
907,护符,https://www.penn.museum/collections/object/218668,https://www.penn.museum/collections/assets/300/344812.jpg,未知,中国,未知,未知,青铜,观察。 一资本，万利。招财进宝牧师（招财进宝）。
908,护符,https://www.penn.museum/collections/object/70479,https://www.penn.museum/collections/assets/300/344800.jpg,未知,中国,未知,未知,青铜,观察。 一资本，万利。招财进宝牧师（招财进宝）。
909,小人像,https://www.penn.museum/collections/object/65269,https://www.penn.museum/collections/assets/300/310121.jpg,未知,中国,未知,1950-1981,珊瑚,红珊瑚雕刻的美人与凤凰，配以木托，饰以菌类图案。并附有专属盒。
910,护符,https://www.penn.museum/collections/object/56399,https://www.penn.museum/collections/assets/300/345486.jpg,未知,中国,未知,未知,青铜,观察。 百子千孙 白子千孙。福寿康宁牧师福寿康宁（幸福、长寿、健康、休息）。
911,护符,https://www.penn.museum/collections/object/249047,https://www.penn.museum/collections/assets/300/345921.jpg,未知,中国,未知,未知,青铜,观察。 五子登科 五子登科（五子登科）。状元及第三状元季第（殿试第一名）。
912,护符,https://www.penn.museum/collections/object/262648,https://www.penn.museum/collections/assets/300/345589.jpg,未知,中国,未知,未知,青铜,观察。 一品当朝 一品当朝（朝廷一品官员）。喜气临门牧师 Xi Qi Lin Men（让喜乐来到你家门口）。
913,护符,https://www.penn.museum/collections/object/216351,https://www.penn.museum/collections/assets/300/345819.jpg,未知,中国,未知,未知,青铜,观察。 五子登科 五子登科（五子登科）。状元及第三状元季第（殿试第一名）。
914,护符,https://www.penn.museum/collections/object/96593,https://www.penn.museum/collections/assets/300/345432.jpg,未知,中国,未知,未知,青铜,观察。 平安出入平安出入。 Rev. 西就东成 西就东成（西成，东成——到处成功）。
915,护符,https://www.penn.museum/collections/object/131719,https://www.penn.museum/collections/assets/300/345491.jpg,未知,中国,未知,未知,青铜,观察。 百子千孙 白子千孙。福寿康宁牧师福寿康宁（幸福、长寿、健康、休息）。
916,护符,https://www.penn.museum/collections/object/91767,https://www.penn.museum/collections/assets/300/345928.jpg,未知,中国,未知,未知,青铜,观察。 五子登科 五子登科（五子登科）。状元及第三状元季第（殿试第一名）。
917,护符,https://www.penn.museum/collections/object/84503,https://www.penn.museum/collections/assets/300/345418.jpg,未知,中国,未知,未知,青铜,观察。 一见大吉 一见大吉（一见大吉）出入平安出如平安（来去平安）。
918,算盘,https://www.penn.museum/collections/object/120860,https://www.penn.museum/collections/assets/300/899801.jpg,未知,中国,未知,未知,木头,带有纵向杆的矩形木制框架。13 根杆，每根杆有 7 个球 [木质，染成红色]，其中 2 个在杆的一侧，5 个在杆的另一侧。
919,鞋子,https://www.penn.museum/collections/object/348632,https://www.penn.museum/collections/assets/300/604008.jpg,未知,中国,未知,未知,未知,海军蓝皮鞋，鞋头饰有皮革滚边。白色鞋底。鞋内有德文标签。
920,毯子,https://www.penn.museum/collections/object/354162,https://www.penn.museum/collections/assets/300/600161.jpg,未知,中国,未知,未知,棉布,由三块拼接而成的矩形布料。图案为重复的菱形，颜色有蓝、白、红、自然色和浅蓝色。四条边中有两条采用蓝色棉线缝制。
921,提琴,https://www.penn.museum/collections/object/478675,https://www.penn.museum/collections/assets/300/185248.jpg,未知,中国,未知,未知,竹子,京胡。京胡（拼音：jīnghú）是一种中国弓弦乐器。管状音箱，覆以蛇皮膜。长竹制琴颈，配有两个弦轴，可容纳两根弦。
922,杯子,https://www.penn.museum/collections/object/107568,https://www.penn.museum/collections/assets/300/701522.jpg,未知,中国,未知,未知,瓷,中国白（Blanc de Chine）。单色陶瓷杯，金边。釉色柔和，蓝白色，略带酒窝状瑕疵。参见89-13-97。
923,护符,https://www.penn.museum/collections/object/334191,https://www.penn.museum/collections/assets/300/345536.jpg,未知,中国,未知,未知,青铜,观察。 吉星拱照 吉星拱照（吉星拱照）。 Rev. 吉星拱照 吉星拱照（吉星拱照）。
924,护符,https://www.penn.museum/collections/object/311240,https://www.penn.museum/collections/assets/300/345958.jpg,未知,中国,未知,未知,青铜,观察。 风调雨顺风调雨顺。国泰民安牧师（王国昌盛，人民安宁）。
925,游戏棋子,https://www.penn.museum/collections/object/58847,https://www.penn.museum/collections/assets/300/345382.jpg,未知,中国,未知,未知,青铜,观察。 追风追风。 “马如风”。普兰牧师。马币（马钱）用于打马（打马），中国棋盘游戏“赶马”。
926,护符,https://www.penn.museum/collections/object/196248,https://www.penn.museum/collections/assets/300/345400.jpg,未知,中国,未知,未知,青铜,观察。 镇宅平安 镇宅平安。 Rev. 镇宅平安 镇宅平安.sal
927,印刷品,https://www.penn.museum/collections/object/232678,https://www.penn.museum/collections/assets/300/746919.jpg,未知,中国,未知,未知,纸,户部則例（1851年修订）漕运部分印刷品。纸张极薄，黑色字体，19列，每列汉字。
928,布料/织物,https://www.penn.museum/collections/object/348359,https://www.penn.museum/collections/assets/300/132883.jpg,未知,中国,未知,未知,棉 | 丝绸,刺绣布片。粉色、蓝色、红色、黄色和米色几何花卉图案。黑色背衬，一端饰有深灰色条纹。三边镶有白色棉布。
929,杯子,https://www.penn.museum/collections/object/103353,https://www.penn.museum/collections/assets/300/701521.jpg,未知,中国,未知,未知,瓷,中国白（Blanc de Chine）。单色陶瓷杯，金边，施柔和的蓝白色釉。杯面有凹陷状瑕疵。杯底高高隆起。
930,杯子,https://www.penn.museum/collections/object/24084,https://www.penn.museum/collections/assets/300/701525.jpg,未知,中国,未知,未知,瓷,Blanc de Chine。单色瓷杯，杯壁呈柔和的青白色。宽足凸缘。杯底无釉。参见89-13-96。
931,杯子,https://www.penn.museum/collections/object/97525,https://www.penn.museum/collections/assets/300/701550.jpg,未知,中国,未知,未知,瓷,青花瓷碗。碗外青花绘四道花卉、绶带、器物图案。撇口，圈足。
932,碾米机,https://www.penn.museum/collections/object/33831,https://www.penn.museum/collections/assets/300/697942.jpg,未知,中国,未知,-1899,石头,顶部为凹形垂直穿孔。底部平坦，中心有一个约1英寸深的穿孔。侧面呈圆形，并有一个约1英寸深的矩形孔。适用于21636B。
933,护符,https://www.penn.museum/collections/object/223096,https://www.penn.museum/collections/assets/300/344924.jpg,未知,中国,未知,未知,青铜,观察。 百福百寿百福百寿。长命百岁长命百岁。
934,鼻烟壶盖,https://www.penn.museum/collections/object/19607,https://www.penn.museum/collections/assets/300/310666.jpg,未知,中国,未知,19世纪,珊瑚,珊瑚雕枝形瓶，瓶身雕螭龙，盘踞云雾之中。瓶盖则以珊瑚雕牡丹花作装饰。
935,护符,https://www.penn.museum/collections/object/66050,https://www.penn.museum/collections/assets/300/345151.jpg,未知,中国,未知,未知,青铜,观察。 百子千孙 白子千尊。百福百寿牧师。百福百寿。华丽的边缘。
936,护符,https://www.penn.museum/collections/object/169079,https://www.penn.museum/collections/assets/300/345519.jpg,未知,中国,未知,未知,青铜,观察。 吉星拱照 吉星拱照（吉星拱照）。镇宅平安牧师（镇宅平安）。
937,护符,https://www.penn.museum/collections/object/91856,https://www.penn.museum/collections/assets/300/366815.jpg,未知,中国,未知,未知,青铜,天长地久。长命百岁。桃形佩。
938,珠,https://www.penn.museum/collections/object/192597,https://www.penn.museum/collections/assets/300/907340.jpg,未知,中国 | 日本 | 韩国,未知,未知,玻璃（不确定）,半透明玻璃状珠子，形似水果。茎短，叶大。叶与茎之间有3个小孔。半透明红色，对光可见细腻的裂纹。
939,碗,https://www.penn.museum/collections/object/298192,https://www.penn.museum/collections/assets/300/701339.jpg,未知,中国,未知,未知,瓷,炻器高足碗，施白釉，青花饰带纹及花卉纹，底部青花印“二字”。
940,权杖,https://www.penn.museum/collections/object/191218,https://www.penn.museum/collections/assets/300/854042.jpg,未知,中国,未知,未知,木头,长方形木板，用铅笔线分成100个方格（25x4）。木板两侧各有一条深槽，彼此相邻。这是一块中国皇帝的玉牌，名为“大圭”。
941,织物框架,https://www.penn.museum/collections/object/92473,https://www.penn.museum/collections/assets/300/598032.jpg,未知,中国,未知,19世纪至20世纪,丝绸,蓝色丝绸锦缎，饰有银黄色龙纹、银蓝色云纹等图案，拼合形成方形框架。镶有米色丝绸。一侧边缘磨损严重。
942,盘子,https://www.penn.museum/collections/object/54441,https://www.penn.museum/collections/assets/300/701675.jpg,未知,中国,未知,未知,陶瓷制品,白泥瓷。内壁青花五龙纹。底部青花四字。高足。
943,杯子,https://www.penn.museum/collections/object/51798,https://www.penn.museum/collections/assets/300/701642.jpg,未知,中国,未知,未知,瓷,白瓷杯，外施红釉。小足内有青花小字。参见89-13-134。可能为19世纪。
944,护符,https://www.penn.museum/collections/object/166711,https://www.penn.museum/collections/assets/300/366819.jpg,未知,中国,未知,1874,青铜,观察。 命富贵（长寿财富和荣誉）。 甲戌年造（木狗年造[1874]。驱邪辅正（驱邪扶正）。寒山庇佑（寒山保护）。
945,杯子,https://www.penn.museum/collections/object/295905,https://www.penn.museum/collections/assets/300/701545.jpg,未知,中国,未知,未知,陶瓷制品,青花瓷杯，外壁青花绘花卉纹，内壁白色，杯底青花绘六字，撇口，边缘微凹，表面麻面。
946,盘子,https://www.penn.museum/collections/object/293374,https://www.penn.museum/collections/assets/300/701857.jpg,未知,中国,未知,约1850年,陶瓷制品,小型白釉陶盘，盘内外均绘蓝色自由曲线。盘底高高隆起。约19世纪中期。
947,包,https://www.penn.museum/collections/object/521832,https://www.penn.museum/collections/assets/300/605793.jpg,未知,西藏,未知,未知,未知,纯黑色方形包袋，顶部开口处有流苏。包袋一侧带有矩形缺口，方便背带残留。
948,鞋子,https://www.penn.museum/collections/object/371307,https://www.penn.museum/collections/assets/300/604768.jpg,未知,中国,未知,未知,未知,红色，鞋头绣有花卉图案，棕色鞋跟，顶部有两个环。白色棉质内里，硬纸板鞋底分为两部分。
949,小人像,https://www.penn.museum/collections/object/31084,https://www.penn.museum/collections/assets/300/309638.jpg,未知,中国,未知,20世纪,石英,一尊粉晶雕刻的中国仙女雪女像，镶嵌于黄铜底座上。她手捧莲花，左侧有一只仙鹤。象征着长寿。
950,杯子,https://www.penn.museum/collections/object/337056,https://www.penn.museum/collections/assets/300/701539.jpg,未知,中国,未知,未知,陶瓷制品,青花瓷杯，内外饰纹饰，杯底青花写汉字，高足。
951,杯子,https://www.penn.museum/collections/object/38022,https://www.penn.museum/collections/assets/300/701326.jpg,未知,中国,未知,未知,瓷,青花瓷碗。外壁青花绘八骏图，内壁白花。圈足高足。底部青花绘“八骏图”二字。
952,印章,https://www.penn.museum/collections/object/97760,https://www.penn.museum/collections/assets/300/100656.jpg,未知,中国,未知,未知,石头,印刷端有旋涡状图案。端面亦残留红色蜡。一侧有文字，四面近顶部处均有浅色阴刻图案。顶部逐渐向内倾斜，顶面雕刻有流畅的图案。
953,盖子,https://www.penn.museum/collections/object/150637,https://www.penn.museum/collections/assets/300/701366.jpg,未知,中国,未知,未知,象牙,浅垫形，宽口，白色口沿。外缘豇豆红，边缘点缀玉绿斑纹。内、足施白釉。足有青花“康熙年制”六字款。无釉足。盖（B）为象牙盖。座（C）为象牙座。
954,护符,https://www.penn.museum/collections/object/245557,https://www.penn.museum/collections/assets/300/344818.jpg,未知,中国,未知,未知,青铜,观察。 金钱满地 JinqianManDi（黄金和现金充满地球）。 Rev. 一本万利 一本万利（一资本，万利）万以简化形式书写。 钱是缩写。
955,骰子（单个）,https://www.penn.museum/collections/object/371428,https://www.penn.museum/collections/assets/300/898089.jpg,未知,中国,未知,未知,木头,骰子很可能用于一种叫做“poh kam”或“lien poh”的游戏中。骰子表面有红白相间的汉字“通宝”和满文字符。
956,拳师护符布,https://www.penn.museum/collections/object/296548,https://www.penn.museum/collections/assets/300/598555.jpg,未知,中国,未知,约1900年,棉布,白色棉布上印着红色。据说义和团运动期间义和团成员携带此物是为了抵御外敌子弹。虽然像大多数护身符一样，上面的铭文非常模糊，充满神秘的暗示，但似乎也证实了这一点。
957,杯子,https://www.penn.museum/collections/object/280897,https://www.penn.museum/collections/assets/300/701518.jpg,未知,中国,未知,未知,瓷,Blanc de Chine。单色瓷杯，杯壁柔和，泛蓝。杯底有一处瑕疵，从上至下均可见。参见89-13-95
958,盘子,https://www.penn.museum/collections/object/246382,https://www.penn.museum/collections/assets/300/701638.jpg,未知,中国,未知,未知,瓷,小型白瓷盘，外施红釉。小足凸缘，刻有蓝色汉字。盘中心均匀垂直切割，并粘合。参见89-13-135。
959,拳师护符布,https://www.penn.museum/collections/object/322477,https://www.penn.museum/collections/assets/300/598557.jpg,未知,中国,未知,约1900年,棉布,白色棉布上印着红色。据说义和团运动期间义和团成员携带此物是为了抵御外敌子弹。虽然像大多数护身符一样，上面的铭文非常模糊，充满神秘的暗示，但似乎也证实了这一点。
960,盘子,https://www.penn.museum/collections/object/353954,https://www.penn.museum/collections/assets/300/701649.jpg,未知,中国,未知,未知,陶瓷制品,陶瓷碗及盖，白釉，外缘绘蓝色植物纹饰。高足。盒内盛放印章膏。并非原配。
961,拳师护符布,https://www.penn.museum/collections/object/335262,https://www.penn.museum/collections/assets/300/598554.jpg,未知,中国,未知,约1900年,棉布,白色棉布上印着红色。据说义和团运动期间义和团成员携带此物是为了抵御外敌子弹。虽然像大多数护身符一样，上面的铭文非常模糊，充满神秘的暗示，但似乎也证实了这一点。
962,拳师护符布,https://www.penn.museum/collections/object/215653,https://www.penn.museum/collections/assets/300/598559.jpg,未知,中国,未知,约1900年,棉布,白色棉布上印着红色。据说义和团运动期间义和团成员携带此物是为了抵御外敌子弹。虽然像大多数护身符一样，上面的铭文非常模糊，充满神秘的暗示，但似乎也证实了这一点。
963,拳师护符布,https://www.penn.museum/collections/object/215539,https://www.penn.museum/collections/assets/300/598553.jpg,未知,中国,未知,约1900年,棉布,白色棉布上印着红色。据说义和团运动期间义和团成员携带此物是为了抵御外敌子弹。虽然像大多数护身符一样，上面的铭文非常模糊，充满神秘的暗示，但似乎也证实了这一点。
964,腰带,https://www.penn.museum/collections/object/521828,https://www.penn.museum/collections/assets/300/605794.jpg,未知,西藏,未知,未知,未知,随附卡片指出，“盒子 A 152 编号# 13-12（152 #910 13-12 ??）腰带 - 红色/棕色/黑色。”
965,拳师护符布,https://www.penn.museum/collections/object/130285,https://www.penn.museum/collections/assets/300/598558.jpg,未知,中国,未知,约1900年,棉布,白色棉布上印着红色。据说义和团运动期间义和团成员携带此物是为了抵御外敌子弹。虽然像大多数护身符一样，上面的铭文非常模糊，充满神秘的暗示，但似乎也证实了这一点。
966,拳师护符布,https://www.penn.museum/collections/object/72246,https://www.penn.museum/collections/assets/300/598556.jpg,未知,中国,未知,约1900年,棉布,白色棉布上印着红色。据说义和团运动期间义和团成员携带此物是为了抵御外敌子弹。虽然像大多数护身符一样，上面的铭文非常模糊，充满神秘的暗示，但似乎也证实了这一点。
967,杯子,https://www.penn.museum/collections/object/85565,https://www.penn.museum/collections/assets/300/701547.jpg,未知,中国,未知,未知,陶瓷制品,瓷碗，白胎白釉，内外饰淡蓝色条带纹饰。高足。足缘饰棕色细胞状单元纹饰。
968,碗,https://www.penn.museum/collections/object/33306,https://www.penn.museum/collections/assets/300/701660.jpg,未知,中国,未知,未知,瓷,白瓷碗，四面及上沿绘蓝色汉字。内壁白色。底部无釉。底部四角微微凸起，足部略有凸起。约18世纪。
969,碗,https://www.penn.museum/collections/object/177525,https://www.penn.museum/collections/assets/300/701679.jpg,未知,中国,未知,未知,瓷,青花瓷盘。内壁青花绘四幅图景，底饰花卉图案。盘底青花写“四字”。撇口，圈足。
970,硬币,https://www.penn.museum/collections/object/322643,https://www.penn.museum/collections/assets/300/358512.jpg,未知,中国,未知,吴世藩（周王）,未知,观察。 洪化通宝 洪化通宝。户胡牧师对。税务局。公元 1679 - 1681 年。吴三桂长孙吴世璠铸造。
971,硬币,https://www.penn.museum/collections/object/451785,https://www.penn.museum/collections/assets/300/913540.jpg,未知,中国,未知,宣帝,Metal,永通万国。原名平定天下。宣帝于公元579年颁布，相当于五行钱十文。用玉箸篆书写。
972,朝圣者围兜,https://www.penn.museum/collections/object/290688,https://www.penn.museum/collections/assets/300/598561.jpg,未知,中国,未知,未知,棉布,红色棉布镶黑布，灰色底。贴花黑白太极（阴阳）图案。据说是前往湖南省南岳（现称衡山）的朝圣者所穿。
973,杯子,https://www.penn.museum/collections/object/230446,https://www.penn.museum/collections/assets/300/701515.jpg,未知,中国,未知,未知,瓷,青花瓷杯。杯外青花绘四条金鱼，周围点缀垂吊植物。杯内为白色。杯底青花绘一“夔”字。杯底高足。
974,杯子,https://www.penn.museum/collections/object/183664,https://www.penn.museum/collections/assets/300/701463.jpg,未知,中国,未知,未知,瓷,青花瓷杯。杯外青花绘山水人物图，杯底有四个汉字。杯内为白色。参见89-13-79和89-13-81。
975,杯子,https://www.penn.museum/collections/object/183663,https://www.penn.museum/collections/assets/300/701460.jpg,未知,中国,未知,未知,瓷,青花瓷杯。杯外青花绘人物山水。杯底青花二字。宽足外缘凸起。参见89-13-80和89-13-81。
976,碗盖,https://www.penn.museum/collections/object/177524,https://www.penn.museum/collections/assets/300/702073.jpg,未知,中国,未知,未知,瓷,青花瓷。外青花绘花卉纹及同心圆纹。底青花绘四字。外圈足（？）。外圈一侧缺大片缺损。
977,托盘,https://www.penn.museum/collections/object/427718,https://www.penn.museum/collections/assets/300/53878.jpg,未知,中国 | 广州,未知,未知,漆器 | 木材,细长八角形平底，边缘向外弯曲。黑漆，侧面绘有红金色花卉图案，内侧底座绘有四个人物、寺庙和动物图案。外壁饰有金色花卉图案。
978,小人像,https://www.penn.museum/collections/object/335778,https://www.penn.museum/collections/assets/300/309636.jpg,未知,中国,未知,19世纪,软玉,一尊米白色软玉雕件，描绘一名肩扛莲花、立于匣上的男孩；其造型中蕴含诸多令人误解的元素，故推测其起源可能为日本或欧洲。作品附有底座。
979,硬币,https://www.penn.museum/collections/object/451780,https://www.penn.museum/collections/assets/300/913520.jpg,未知,中国,未知,武帝,Metal,布泉（铲形钱）。清朝普通百姓使用。由汉武帝于公元561年至576年发行，价值五铢钱。注意“泉”字中的连笔，这与新朝铸币有区别。
980,支架（不确定）,https://www.penn.museum/collections/object/277159,https://www.penn.museum/collections/assets/300/701860.jpg,未知,中国,未知,未知,陶瓷制品,青花瓷杯垫式圆盘，中心有孔，外缘有凸足。内壁青花绘四朵水花，花间点缀鸭子，外壁绘三朵蝙蝠纹。
981,碗,https://www.penn.museum/collections/object/275612,https://www.penn.museum/collections/assets/300/702074.jpg,未知,中国,未知,未知,陶瓷制品,青花瓷盘。外蓝底绘三朵水花，间有一对鸭子。内白底。盘底青花写“四字”。撇口，圈足。上沿有缺口。
982,杯子,https://www.penn.museum/collections/object/273154,https://www.penn.museum/collections/assets/300/701429.jpg,未知,中国,未知,未知,瓷,青花瓷金属口杯。杯外绘三人站立于山水之间。杯底刻有四个汉字。高脚杯沿。杯内白色，无蓝色纹饰。约18或19世纪。
983,杯子,https://www.penn.museum/collections/object/321221,https://www.penn.museum/collections/assets/300/701616.jpg,未知,中国,未知,未知,瓷,青花釉里红大杯。杯内素白。杯外上沿饰细金环。杯外纹饰五条四爪蟠龙，盘踞于“云”字之间。杯底镌刻“云”字。杯底高高扬起，圈足。
984,雨披,https://www.penn.museum/collections/object/373143,https://www.penn.museum/collections/assets/300/601844.jpg,未知,中国,未知,未知,椰子,雨披由三块布料缝合而成。略呈锥形，正面两片布料向后折叠。部分布料涂成棕色和黑色。横纹交织。颈部系有扭绞纤维带以便闭合。
985,毯子,https://www.penn.museum/collections/object/521831,https://www.penn.museum/collections/assets/300/605463.jpg,未知,西藏,未知,未知,未知,随附卡片上注明：“152 12#12-12PS 披肩/毯子？- 粗麻布？深棕色 - 由缝在一起的较小部分组成 - 来自 3 号罐 - 可能是服务收藏，西藏？？”
986,腰带,https://www.penn.museum/collections/object/521826,https://www.penn.museum/collections/assets/300/605792.jpg,未知,西藏,未知,未知,未知,棕色编织腰带，带流苏。一端系红线，另一端系蓝线。随附卡片上写着：“Box A 152 278 - B.12 腰带 - 黄色。”
987,杯子,https://www.penn.museum/collections/object/124135,https://www.penn.museum/collections/assets/300/701475.jpg,未知,中国,未知,未知,瓷,青花瓷铁口杯。杯身青花绘八人像，七男一女。杯底青花绘四字。参见89-13-83。
988,皮影,https://www.penn.museum/collections/object/64830,https://www.penn.museum/collections/assets/300/113979.jpg,未知,中国,未知,18世纪 - 1933年,未知,衙门差役（衙门差役）皮影戏。衙门是中国古代的朝廷机构。差役是法官的助手，负责调查案件和逮捕罪犯。头戴高高的红帽，黑色胡须/头发，系着红色缎带。身着黑色服装，系着红色腰带。
989,杯子,https://www.penn.museum/collections/object/83236,https://www.penn.museum/collections/assets/300/701484.jpg,未知,中国,未知,未知,瓷,青花瓷杯。杯外青花绘八人像，七男一女。杯底青花绘四字。杯内白釉。高足。参见89-13-82。
990,拖鞋,https://www.penn.museum/collections/object/365791,https://www.penn.museum/collections/assets/300/603251.jpg,未知,中国,未知,未知,未知,一双编织篮筐鞋。厚实的木质鞋底，内部粗糙。鞋头饰有深色和浅色纤维条带。鞋头上印有德文标签。鞋底上印有“六”字。
991,枕头,https://www.penn.museum/collections/object/427720,https://www.penn.museum/collections/assets/300/147304.jpg,未知,中国,未知,未知,木材 | 漆器,长方形，四边倾斜，两端包覆。圆形绘黑底金红龙纹。两端绘红带，两边绘黑底金花图案。两端均有汉字。
992,鞋子,https://www.penn.museum/collections/object/371304,https://www.penn.museum/collections/assets/300/604964.jpg,未知,中国,未知,未知,未知,缠足鞋。高帮，饰有不同图案的鞋带，最底层为粉色底色，带脚背和花卉图案。中层饰有几何图案和蓝黑色风格花卉图案。最上层饰有彩绘花卉。鞋头饰有小流苏。
993,墨盒盖,https://www.penn.museum/collections/object/358419,https://www.penn.museum/collections/assets/300/701882.jpg,未知,中国,未知,未知,陶瓷 | 油墨,白釉炻器带盖盘。盖外侧及盘壁饰有蓝色树中鸟图案。盘底无釉。内含红色印油，用于盖章。可能为伊丽莎白·莱昂斯所用，印章编号为89-13-2。可能产于19世纪。
994,罐盖,https://www.penn.museum/collections/object/310453,https://www.penn.museum/collections/assets/300/703301.jpg,未知,中国,未知,19世纪,陶瓷制品,平底，外缘渐宽，肩部呈高圆肩；宽口，短竖沿。盖顶圆润，盖耳与口相接。青花图案。器内绘“三丰”、石榴、桃子和“佛手”柚子图案，并有诗句。为典型的中上阶层家居用品。
995,护符,https://www.penn.museum/collections/object/44403,https://www.penn.museum/collections/assets/300/366899.jpg,未知,中国,未知,未知,青铜,大观通宝。版本不详。宋徽宗铸行的大型仿品。钱背有图案，而真品钱背则无图案。此币很可能是护身符。
996,花瓶/瓶,https://www.penn.museum/collections/object/257912,https://www.penn.museum/collections/assets/300/702075.jpg,未知,中国 | 越南（不确定）,未知,1800-1899,陶瓷制品,青白釉炻器花瓶，蓝彩绘。梨形瓶身，细长颈部，外撇口。高足。蓝色图案由叶状纹饰、拱门和柱状纹饰、云纹以及大型藤蔓和花卉图案组成。约19世纪
997,杯子,https://www.penn.museum/collections/object/318552,https://www.penn.museum/collections/assets/300/701472.jpg,未知,中国,未知,未知,瓷,青花瓷，金属边。杯外青花绘人物山水，杯底青花绘四字。杯内白花。高足。参见89-13-79和89-13-80。
998,靴子,https://www.penn.museum/collections/object/216314,https://www.penn.museum/collections/assets/300/604710.jpg,未知,西藏,未知,未知,皮革 | 羊毛,橙色和黑色拼布高筒靴。颜色为染色或涂漆。手工缝制皮革鞋底。金色缝线连接拼布和鞋底。帆布、黑色、绿色、红色和黄色缝线从鞋头到小腿中部装饰。后部上半部分开衩。内里为条纹羊毛面料。
999,毯子,https://www.penn.museum/collections/object/521830,https://www.penn.museum/collections/assets/300/605462.jpg,未知,西藏,未知,未知,未知,随附卡片上写着：“盒子 B 152 12#2-12PS 披肩/毯子？- 粗麻布？深棕色，长边有棕褐色条纹 - 98x133 厘米 - 来自罐头#3，可能是西藏的服务收藏？？”
1000,印章,https://www.penn.museum/collections/object/27992,https://www.penn.museum/collections/assets/300/100652.jpg,未知,中国,未知,未知,象牙,象牙印章。顶部有悬挂孔。顶部可见象牙的年轮。底部和顶部各刻有汉字。矩形印章一侧有九个小孔（非穿孔）。悬挂孔中还穿有一条打结的橙色绳索。
1001,护符,https://www.penn.museum/collections/object/23702,https://www.penn.museum/collections/assets/300/345807.jpg,未知,中国,未知,未知,青铜,正面：状元及第。左为董牧师，右为董董。背面左侧为满文，右侧为汉文，与清顺治、康熙年间山东济南造币厂的铸币相符。
1002,杯子,https://www.penn.museum/collections/object/243028,https://www.penn.museum/collections/assets/300/702068.jpg,未知,中国,未知,未知,瓷,青花瓷铁口杯。杯外青花绘两丛水墨花卉，每丛间穿插两只鸭子。杯底刻有“二字”。高足。参见89-13-85、89-13-88、89-13-96以及89-13-97。
1003,杯子,https://www.penn.museum/collections/object/230580,https://www.penn.museum/collections/assets/300/701528.jpg,未知,中国,未知,未知,瓷,青花瓷杯。杯外青花绘四朵水墨花卉，间以鸳鸯图案。杯底青花四字。内壁白釉。高足。参见89-13-85至89-13-88、89-13-98和89-13-99。
1004,杯子,https://www.penn.museum/collections/object/337840,https://www.penn.museum/collections/assets/300/701494.jpg,未知,中国,未知,未知,瓷,青花瓷杯。杯身青花绘四朵水墨花，花间穿插一只鸭子。杯底青花绘四个汉字。杯内为白色。参见89-13-85至89-13-88、89-13-98和89-13-99。
1005,杯子,https://www.penn.museum/collections/object/208027,https://www.penn.museum/collections/assets/300/701531.jpg,未知,中国,未知,未知,陶瓷制品,青花瓷，色泽柔和，略带蓝白色。杯外青花，近上沿饰一圈花卉纹，近高足处饰一圈花卉纹。杯内白色。杯底青花，两个同心圆内刻有两个汉字。
1006,杯子,https://www.penn.museum/collections/object/42473,https://www.penn.museum/collections/assets/300/701441.jpg,未知,中国,未知,未知,瓷,青花瓷杯。杯外青花绘三人骑马，走向门道，门道上方另有两人等候。杯底青花绘四字。杯内白花。杯底高足。
1007,杯子,https://www.penn.museum/collections/object/262915,https://www.penn.museum/collections/assets/300/701535.jpg,未知,中国,未知,未知,陶瓷制品,炻器杯，白釉，杯外绘蓝纹。内为白釉，杯外绘蓝纹。杯内为白色。釉面多处瑕疵。杯底有一青花文字。凸足内侧部分杯底无釉。外销器。约16世纪明代。破损，已修复。
1008,碗,https://www.penn.museum/collections/object/153608,https://www.penn.museum/collections/assets/300/701631.jpg,未知,中国,未知,未知,瓷,青花瓷碗。碗身青花，内外侧近上口及近足处绘同心圆纹。碗外绘树叶、毛毛虫图案及数行汉字。高足及上口均饰金属环。
1009,碗,https://www.penn.museum/collections/object/160164,https://www.penn.museum/collections/assets/300/701622.jpg,未知,中国,未知,未知,陶瓷制品,炻器白釉青花碗，内外饰青花花卉纹。金属唇口，上沿镶两枚大块金属片。碗底青花，内有两圈同心圆，内有“四字”四字。高足。17世纪末或18世纪初。
