id,tombstone,title,creation_date,collection,provenance,url,image_web
825,"libation cup, 1662–1722. china, qing dynasty (1644-1911), kangxi reign (1661-1722). porcelain; overall: 8.8 x 14.8 cm (3 7/16 x 5 13/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.198",libation cup,1662–1722,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.198,https://openaccess-cdn.clevelandart.org/1944.198/1944.198_web.jpg
826,"vase, 1662–1722. china, qing dynasty (1644-1911), kangxi reign (1662-1722). porcelain; overall: 19.1 cm (7 1/2 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.200",vase,1662–1722,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865-1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.200,https://openaccess-cdn.clevelandart.org/1944.200/1944.200_web.jpg
827,"bottle-shaped vase, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain with green glaze; overall: 30.2 cm (11 7/8 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.204",bottle-shaped vase,1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.204,https://openaccess-cdn.clevelandart.org/1944.204/1944.204_web.jpg
828,"vase, 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng reign (1723-35). porcelain with underglaze blue and red decoration; overall: 32.4 cm (12 3/4 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.206",vase,1723–35,china - qing dynasty,[],https://clevelandart.org/art/1944.206,https://openaccess-cdn.clevelandart.org/1944.206/1944.206_web.jpg
829,"snuff bottle, 1662–1722. china, qing dynasty (1644-1911), kangxi reign (1662-1722). porcelain; overall: 9 cm (3 9/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.207",snuff bottle,1662–1722,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.207,https://openaccess-cdn.clevelandart.org/1944.207/1944.207_web.jpg
830,"snuff bottle , 1662–1722. china, qing dynasty (1644-1911), kangxi reign (1662-1722). porcelain; overall: 9 cm (3 9/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.207.a",snuff bottle,1662–1722,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.207.a,https://openaccess-cdn.clevelandart.org/1944.207.a/1944.207.a_web.jpg
831,"snuff bottle (stopper), 1662–1722. china, qing dynasty (1644-1911), kangxi reign (1662-1722). porcelain; overall: 9 cm (3 9/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.207.b",snuff bottle (stopper),1662–1722,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.207.b,https://openaccess-cdn.clevelandart.org/1944.207.b/1944.207.b_web.jpg
832,"snuff bottle with stopper, 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng mark and reign (1723-35). porcelain; overall: 8.4 cm (3 5/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.208",snuff bottle with stopper,1723–35,china - qing dynasty,[],https://clevelandart.org/art/1944.208,https://openaccess-cdn.clevelandart.org/1944.208/1944.208_web.jpg
833,"snuff bottle with stopper, 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng mark and reign (1723-35). porcelain; overall: 8.4 cm (3 5/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.208.a",snuff bottle with stopper,1723–35,china - qing dynasty,[],https://clevelandart.org/art/1944.208.a,https://openaccess-cdn.clevelandart.org/1944.208.a/1944.208.a_web.jpg
834,"snuff bottle with stopper (stopper), 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng mark and reign (1723-35). porcelain; overall: 8.4 cm (3 5/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.208.b",snuff bottle with stopper (stopper),1723–35,china - qing dynasty,[],https://clevelandart.org/art/1944.208.b,https://openaccess-cdn.clevelandart.org/1944.208.b/1944.208.b_web.jpg
835,"snuff bottle with stopper, 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng reign (1722-35). porcelain; overall: 7.7 cm (3 1/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.209",snuff bottle with stopper,1723–35,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.209,https://openaccess-cdn.clevelandart.org/1944.209/1944.209_web.jpg
836,"snuff bottle with stopper, 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng reign (1722-35). porcelain; overall: 7.7 cm (3 1/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.209.a",snuff bottle with stopper,1723–35,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.209.a,https://openaccess-cdn.clevelandart.org/1944.209.a/1944.209.a_web.jpg
837,"snuff bottle with stopper (stopper), 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng reign (1723-35). porcelain; overall: 7.7 cm (3 1/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.209.b",snuff bottle with stopper (stopper),1723–35,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.209.b,https://openaccess-cdn.clevelandart.org/1944.209.b/1944.209.b_web.jpg
838,"flattened ovoid snuff bottle with stopper, 1573–1620. china, jiangxi province, jingdezhen kilns, ming dynasty (1368-1644), wanli reign (1572-1620). porcelain; overall: 7 cm (2 3/4 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.210",flattened ovoid snuff bottle with stopper,1573–1620,china - ming dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865-1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.210,https://openaccess-cdn.clevelandart.org/1944.210/1944.210_web.jpg
839,"flattened ovoid snuff bottle with stopper, 1573–1620. china, jiangxi province, jingdezhen kilns, ming dynasty (1368-1644), wanli reign (1572-1620). porcelain; overall: 7 cm (2 3/4 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.210.a",flattened ovoid snuff bottle with stopper,1573–1620,china - ming dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.210.a,https://openaccess-cdn.clevelandart.org/1944.210.a/1944.210.a_web.jpg
840,"flattened ovoid snuff bottle with  stopper (stopper), 1573–1620. china, jiangxi province, jingdezhen kilns, ming dynasty (1368-1644), wanli reign (1572-1620). porcelain; overall: 7 cm (2 3/4 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.210.b",flattened ovoid snuff bottle with  stopper (stopper),1573–1620,china - ming dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.210.b,https://openaccess-cdn.clevelandart.org/1944.210.b/1944.210.b_web.jpg
841,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain; overall: 7.7 cm (3 1/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.211",snuff bottle with stopper,1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.211,https://openaccess-cdn.clevelandart.org/1944.211/1944.211_web.jpg
842,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain; overall: 7.7 cm (3 1/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.211.a",snuff bottle with stopper,1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.211.a,https://openaccess-cdn.clevelandart.org/1944.211.a/1944.211.a_web.jpg
843,"snuff bottle with stopper (stopper), 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain; overall: 7.7 cm (3 1/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.211.b",snuff bottle with stopper (stopper),1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.211.b,https://openaccess-cdn.clevelandart.org/1944.211.b/1944.211.b_web.jpg
844,"snuff bottle, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain; overall: 9.9 cm (3 7/8 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.212",snuff bottle,1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.212,https://openaccess-cdn.clevelandart.org/1944.212/1944.212_web.jpg
845,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain; overall: 7.2 cm (2 13/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.213",snuff bottle with stopper,1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.213,https://openaccess-cdn.clevelandart.org/1944.213/1944.213_web.jpg
846,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain; overall: 7.2 cm (2 13/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.213.a",snuff bottle with stopper,1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.213.a,https://openaccess-cdn.clevelandart.org/1944.213.a/1944.213.a_web.jpg
847,"snuff bottle with stopper (stopper), 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). porcelain; overall: 7.2 cm (2 13/16 in.). the cleveland museum of art, elisabeth severance prentiss collection 1944.213.b",snuff bottle with stopper (stopper),1736–95,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.213.b,https://openaccess-cdn.clevelandart.org/1944.213.b/1944.213.b_web.jpg
848,"flattened ovoid snuff bottle with stopper, 1796–1820. china, qing dynasty (1644-1911), jiaqing reign (1796-1820). porcelain; overall: 8.4 cm (3 5/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.214",flattened ovoid snuff bottle with stopper,1796–1820,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.214,https://openaccess-cdn.clevelandart.org/1944.214/1944.214_web.jpg
849,"flattened ovoid snuff bottle with stopper, 1796–1820. china, qing dynasty (1644-1911), jiaqing reign (1796-1820). porcelain; overall: 8.4 cm (3 5/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.214.a",flattened ovoid snuff bottle with stopper,1796–1820,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.214.a,https://openaccess-cdn.clevelandart.org/1944.214.a/1944.214.a_web.jpg
850,"flattened ovoid snuff bottle with stopper (stopper), 1796–1820. china, qing dynasty (1644-1911), jiaqing reign (1796-1820). porcelain; overall: 8.4 cm (3 5/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.214.b",flattened ovoid snuff bottle with stopper (stopper),1796–1820,china - qing dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.214.b,https://openaccess-cdn.clevelandart.org/1944.214.b/1944.214.b_web.jpg
851,"vase with branch of plum blossoms, 1500s. china, shanxi province, ming dynasty (1368-1644). glazed stoneware with molded and modeled decoration, fahua ware; overall: 49.6 cm (19 1/2 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.223",vase with branch of plum blossoms,1500s,china - ming dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.223,https://openaccess-cdn.clevelandart.org/1944.223/1944.223_web.jpg
852,"beaker vase, 1368–1644. china, shanxi province, ming dynasty (1368-1644). porcelain, fahua ware; overall: 45.2 cm (17 13/16 in.). the cleveland museum of art, the elisabeth severance prentiss collection 1944.224",beaker vase,1368–1644,china - ming dynasty,"mrs. francis f. [elisabeth severance allen] prentiss [1865–1944], cleveland, oh, bequest to the cleveland museum of art (?–1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.224,https://openaccess-cdn.clevelandart.org/1944.224/1944.224_web.jpg
853,"tablecloth, c. 1900. china, early 20th century. silk satin weave ground with silk and metallic thread embroidery; overall: 152.4 x 154.9 cm (60 x 61 in.). the cleveland museum of art, gift of the oscar trapp estate 1944.314",tablecloth,c. 1900,textiles,[],https://clevelandart.org/art/1944.314,https://openaccess-cdn.clevelandart.org/1944.314/1944.314_web.jpg
854,"vase, 1723–35. china, jiangxi province, jingdezhen kilns, qing dynasty (1644-1911), yongzheng mark and reign (1723-35). porcelain with a crackled guan-type glaze; overall: 33.7 cm (13 1/4 in.). the cleveland museum of art, gift of mrs. a. dean perry 1944.460",vase,1723–35,china - qing dynasty,[],https://clevelandart.org/art/1944.460,https://openaccess-cdn.clevelandart.org/1944.460/1944.460_web.jpg
855,"wine vessel (hu), c. 1000–900 bce. china, western zhou dynasty (c. 1046–771 bce). bronze; overall: 46.1 cm (18 1/8 in.); without cover: 41.7 cm (16 7/16 in.). the cleveland museum of art, purchase from the j. h. wade fund 1944.61",wine vessel (hu),c. 1000–900 bce,china - zhou dynasty,"jo?rg tru?bner [1903–1930] acquired in china, to his brother-in-law, edgar worch (after 1925–by 1930); (edgar worch [1880–1972], sold to gustave a. vou?te) (c. 1930–?); gustave a. vou?te [1886–1960], amsterdam, the netherlands, and palo alto, ca, consigned to sotheby's new york for sale (? after 1930–1944); (sotheby parke bernet inc., new york, ny, march 16–17, 1944 sale, lot no. 225) (march 16–17, 1944); (c. t. loo 盧芹齋 [1880–1957], paris, france, and new york, ny, sold to the cleveland museum of art) (1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.61,https://openaccess-cdn.clevelandart.org/1944.61/1944.61_web.jpg
856,"wine vessel (hu), c. 1000–900 bce. china, western zhou dynasty (c. 1046–771 bce). bronze; overall: 46.1 cm (18 1/8 in.); without cover: 41.7 cm (16 7/16 in.). the cleveland museum of art, purchase from the j. h. wade fund 1944.61.a",wine vessel (hu),c. 1000–900 bce,china - zhou dynasty,"jo?rg tru?bner [1903–1930] acquired in china, to his brother-in-law, edgar worch (after 1925–by 1930); (edgar worch [1880–1972], sold to gustave a. vou?te) (c. 1930–?); gustave a. vou?te [1886–1960], amsterdam, the netherlands, and palo alto, ca, consigned to sotheby's new york for sale (? after 1930–1944); (sotheby parke bernet inc., new york, ny, march 16–17, 1944 sale, lot no. 225) (march 16–17, 1944); (c. t. loo 盧芹齋 [1880–1957], paris, france, and new york, ny, sold to the cleveland museum of art) (1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.61.a,https://openaccess-cdn.clevelandart.org/1944.61.a/1944.61.a_web.jpg
857,"wine vessel (hu) (lid), c. 1000–900 bce. china, western zhou dynasty (c. 1046–771 bce). bronze; overall: 46.1 cm (18 1/8 in.); without cover: 41.7 cm (16 7/16 in.). the cleveland museum of art, purchase from the j. h. wade fund 1944.61.b",wine vessel (hu) (lid),c. 1000–900 bce,china - zhou dynasty,"jo?rg tru?bner [1903–1930] acquired in china, to his brother-in-law, edgar worch (after 1925–by 1930); (edgar worch [1880–1972], sold to gustave a. vou?te) (c. 1930–?); gustave a. vou?te [1886–1960], amsterdam, the netherlands, and palo alto, ca, consigned to sotheby's new york for sale (? after 1930–1944); (sotheby parke bernet inc., new york, ny, march 16–17, 1944 sale, lot no. 225) (march 16–17, 1944); (c. t. loo 盧芹齋 [1880–1957], paris, france, and new york, ny, sold to the cleveland museum of art) (1944); the cleveland museum of art, cleveland, oh (1944–)",https://clevelandart.org/art/1944.61.b,https://openaccess-cdn.clevelandart.org/1944.61.b/1944.61.b_web.jpg
858,"mandarin chain bead necklace, 1800s. china, qing dynasty (1644-1911). tourmaline, jade, pearls, seed pearls, seed coral and gilt metal; overall: 120.6 cm (47 1/2 in.). the cleveland museum of art, gift of mrs. ralph king 1945.167",mandarin chain bead necklace,1800s,china - qing dynasty,"mrs. ralph [fanny tewksbury] king [d. 1949], cleveland, oh, given to the cleveland museum of art (?–1945); the cleveland museum of art, cleveland, oh (1945–)",https://clevelandart.org/art/1945.167,https://openaccess-cdn.clevelandart.org/1945.167/1945.167_web.jpg
859,"the killing of three warriors with two peaches, 202 bce–220 ce. china, han dynasty (202 bce–220 ce). painted tile, black and red color on slip over gray earthenware; overall: 47 x 102.2 cm (18 1/2 x 40 1/4 in.). the cleveland museum of art, in memory of m. k. heeramaneck by his son and daughter-in-law, nasli and alice heeramaneck 1946.238",the killing of three warriors with two peaches,202 bce–220 ce,china - han dynasty,"nasli heeramaneck [1902-1971], new york, ny, given to the cleveland museum of art (?-1946); the cleveland museum of art, cleveland, oh (1946-)",https://clevelandart.org/art/1946.238,https://openaccess-cdn.clevelandart.org/1946.238/1946.238_web.jpg
860,"crossbow support, 300–200 bce. china, warring states period (475–221 bce). bronze inlaid with silver; overall: 21.8 cm (8 9/16 in.). the cleveland museum of art, edward l. whittemore fund 1947.3",crossbow support,300–200 bce,china - zhou dynasty,"(heeramaneck galleries, new york, ny, sold to the cleveland museum of art) (?–1947); the cleveland museum of art, cleveland, oh (1947–)",https://clevelandart.org/art/1947.3,https://openaccess-cdn.clevelandart.org/1947.3/1947.3_web.jpg
861,"flambé vase, 1644–1911. china, qing dynasty (1644-1911). porcelain; overall: 33 cm (13 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.513",flambé vase,1644–1911,china - qing dynasty,[],https://clevelandart.org/art/1947.513,https://openaccess-cdn.clevelandart.org/1947.513/1947.513_web.jpg
862,"double-gourd shaped bottle, 1736–95. china, qing dynasty (1644–1911), qianlong mark and reign (1736–95). porcelain with celadon glaze; overall: 22.6 cm (8 7/8 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.514",double-gourd shaped bottle,1736–95,china - qing dynasty,"mrs. worcester r. [cornelia blakemore] warner [1858–1947], cleveland, oh, bequest to the cleveland museum of art (?–1947); the cleveland museum of art, cleveland, oh (1947–)",https://clevelandart.org/art/1947.514,https://openaccess-cdn.clevelandart.org/1947.514/1947.514_web.jpg
863,"opium pipe, 1800s. china, qing dynasty (1644-1911). jade stem decorated with silver ferrules embellished with enamel; jade bowl; overall: 51.4 cm (20 1/4 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.525",opium pipe,1800s,chinese art,"mrs. worcester r. [cornelia blakemore] warner [1859-1947], tarrytown-on-the-hudson, ny, bequest to the cleveland museum of art (?-1947); the cleveland museum of art, cleveland, oh (1947-)",https://clevelandart.org/art/1947.525,https://openaccess-cdn.clevelandart.org/1947.525/1947.525_web.jpg
864,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). crystal; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.526",snuff bottle with stopper,1736–95,china - qing dynasty,[],https://clevelandart.org/art/1947.526,https://openaccess-cdn.clevelandart.org/1947.526/1947.526_web.jpg
865,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). crystal; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.526.a",snuff bottle with stopper,1736–95,china - qing dynasty,[],https://clevelandart.org/art/1947.526.a,https://openaccess-cdn.clevelandart.org/1947.526.a/1947.526.a_web.jpg
866,"snuff bottle with stopper (stopper), 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). crystal; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.526.b",snuff bottle with stopper (stopper),1736–95,china - qing dynasty,[],https://clevelandart.org/art/1947.526.b,https://openaccess-cdn.clevelandart.org/1947.526.b/1947.526.b_web.jpg
867,"snuff bottle with stopper, 1800s. china, qing dynasty (1644-1911). glass; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.527",snuff bottle with stopper,1800s,china - qing dynasty,[],https://clevelandart.org/art/1947.527,https://openaccess-cdn.clevelandart.org/1947.527/1947.527_web.jpg
868,"snuff bottle with stopper, 1800s. china, qing dynasty (1644-1911). glass; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.527.a",snuff bottle with stopper,1800s,china - qing dynasty,[],https://clevelandart.org/art/1947.527.a,https://openaccess-cdn.clevelandart.org/1947.527.a/1947.527.a_web.jpg
869,"snuff bottle with stopper (stopper), 1800s. china, qing dynasty (1644-1911). glass; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.527.b",snuff bottle with stopper (stopper),1800s,china - qing dynasty,[],https://clevelandart.org/art/1947.527.b,https://openaccess-cdn.clevelandart.org/1947.527.b/1947.527.b_web.jpg
870,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). crystal; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.528",snuff bottle with stopper,1736–95,china - qing dynasty,"mrs. worcester r. [cornelia b.] warner [1859–1947], cleveland, oh, bequest to the cleveland museum of art (?–1947); the cleveland museum of art, cleveland, oh (1947–)",https://clevelandart.org/art/1947.528,https://openaccess-cdn.clevelandart.org/1947.528/1947.528_web.jpg
871,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). crystal; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.528.a",snuff bottle with stopper,1736–95,china - qing dynasty,"mrs. worcester r. [cornelia b.] warner [1859–1947], cleveland, oh, bequest to the cleveland museum of art (?–1947); the cleveland museum of art, cleveland, oh (1947–)",https://clevelandart.org/art/1947.528.a,https://openaccess-cdn.clevelandart.org/1947.528.a/1947.528.a_web.jpg
872,"snuff bottle with stopper (stopper), 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). crystal; with cover: 8.4 cm (3 5/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.528.b",snuff bottle with stopper (stopper),1736–95,china - qing dynasty,"mrs. worcester r. [cornelia b.] warner [1859–1947], cleveland, oh, bequest to the cleveland museum of art (?–1947); the cleveland museum of art, cleveland, oh (1947–)",https://clevelandart.org/art/1947.528.b,https://openaccess-cdn.clevelandart.org/1947.528.b/1947.528.b_web.jpg
873,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). glass; with cover: 8.6 cm (3 3/8 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.529",snuff bottle with stopper,1736–95,china - qing dynasty,[],https://clevelandart.org/art/1947.529,https://openaccess-cdn.clevelandart.org/1947.529/1947.529_web.jpg
874,"snuff bottle with stopper, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). glass; with cover: 8.6 cm (3 3/8 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.529.a",snuff bottle with stopper,1736–95,china - qing dynasty,[],https://clevelandart.org/art/1947.529.a,https://openaccess-cdn.clevelandart.org/1947.529.a/1947.529.a_web.jpg
875,"snuff bottle with stopper (stopper), 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). glass; with cover: 8.6 cm (3 3/8 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.529.b",snuff bottle with stopper (stopper),1736–95,china - qing dynasty,[],https://clevelandart.org/art/1947.529.b,https://openaccess-cdn.clevelandart.org/1947.529.b/1947.529.b_web.jpg
876,"snuff bottle with stopper, 1800s. china, qing dynasty (1644-1911). glass; with cover: 9.3 cm (3 11/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.530",snuff bottle with stopper,1800s,china - qing dynasty,[],https://clevelandart.org/art/1947.530,https://openaccess-cdn.clevelandart.org/1947.530/1947.530_web.jpg
877,"snuff bottle with stopper, 1800s. china, qing dynasty (1644-1911). glass; with cover: 9.3 cm (3 11/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.530.a",snuff bottle with stopper,1800s,china - qing dynasty,[],https://clevelandart.org/art/1947.530.a,https://openaccess-cdn.clevelandart.org/1947.530.a/1947.530.a_web.jpg
878,"snuff bottle with stopper (stopper), 1800s. china, qing dynasty (1644-1911). glass; with cover: 9.3 cm (3 11/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.530.b",snuff bottle with stopper (stopper),1800s,china - qing dynasty,[],https://clevelandart.org/art/1947.530.b,https://openaccess-cdn.clevelandart.org/1947.530.b/1947.530.b_web.jpg
879,"snuff bottle with stopper, 1800s-early 1900s. china, qing dynasty (1644-1911). crystal with jade; with cover: 7.7 cm (3 1/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.531",snuff bottle with stopper,1800s-early 1900s,china - qing dynasty,[],https://clevelandart.org/art/1947.531,https://openaccess-cdn.clevelandart.org/1947.531/1947.531_web.jpg
880,"snuff bottle with stopper, 1800s-early 1900s. china, qing dynasty (1644-1911). crystal with jade; with cover: 7.7 cm (3 1/16 in.). the cleveland museum of art, bequest of cornelia blakemore warner 1947.531.a",snuff bottle with stopper,1800s-early 1900s,china - qing dynasty,[],https://clevelandart.org/art/1947.531.a,no_image
